ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0044283	small molecule biosynthetic process	498	0.349356240813055	1.49575837751301	0.000129952395430619	0.0073384882125526	0.00648152659562623	1505	tags=17%, list=10%, signal=16%	AT1G13930/AT3G25770/AT2G39800/AT3G03780/AT5G28030/AT2G31360/AT4G26530/AT3G58990/AT4G39980/AT1G79460/AT3G02870/AT3G01310/AT3G22200/AT1G43670/AT5G23010/AT5G01410/AT1G20510/AT5G60890/AT2G41090/AT5G14200/AT5G63980/AT4G36830/AT2G20610/AT1G17420/AT4G32770/AT5G65640/AT1G18870/AT4G39950/AT5G40390/AT2G04400/AT2G22240/AT4G32980/AT3G02020/AT3G25760/AT3G45140/AT3G23820/AT1G19640/AT2G43100/AT1G49820/AT3G44310/AT5G10730/AT1G64970/AT4G25420/AT4G39800/AT1G13440/AT5G61780/AT1G31230/AT1G32220/AT1G55020/AT1G13280/AT2G32150/AT4G13840/AT2G38010/AT4G37770/AT5G54810/AT5G37600/AT3G54640/AT1G17745/AT5G51830/AT4G29010/AT5G17920/AT2G20370/AT1G09240/AT5G17990/AT3G20390/AT5G04950/AT1G79600/AT1G02880/AT3G29360/AT3G04120/AT5G22070/AT4G31500/AT2G22810/AT3G55440/AT2G06050/AT2G29690/AT5G54770/AT1G79550/AT5G42650/AT3G59760/AT3G06470/AT4G27070/AT5G52810/AT4G17830/AT1G07780/AT1G32440/AT4G24620
GO:0009959	negative gravitropism	20	-0.749339342677506	-2.14168266292479	0.000137927556175576	0.00756631165306015	0.00668274565410083	1573	tags=40%, list=10%, signal=36%	AT1G31480/AT4G37650/AT5G46860/AT4G36105/AT1G42430/AT5G14090/AT3G14870/AT4G00050
GO:0042759	long-chain fatty acid biosynthetic process	32	0.681148901459997	1.99668127829105	0.000156677631846482	0.00823435286750484	0.00727277547672714	2023	tags=47%, list=13%, signal=41%	AT3G25770/AT1G20510/AT5G63980/AT1G17420/AT3G25760/AT3G45140/AT1G19640/AT1G55020/AT1G13280/AT2G38010/AT4G29010/AT2G06050/AT5G42650/AT2G33380/AT1G76690
GO:0009636	response to toxic substance	117	0.487136507473987	1.78395053039126	0.000158682841717541	0.00823435286750484	0.00727277547672714	1536	tags=26%, list=10%, signal=24%	AT4G23600/AT1G19570/AT4G21910/AT2G30860/AT4G11600/AT2G46370/AT1G19550/AT1G11840/AT4G25640/AT5G44050/AT5G54270/AT1G56650/AT1G02930/AT1G78370/AT1G71140/AT1G20630/AT1G10370/AT1G61890/AT3G44310/AT1G11670/AT5G05600/AT4G35000/AT3G03190/AT2G04080/AT5G22300/AT5G52450/AT2G02390/AT1G32540/AT1G64710/AT1G17190/AT1G78380
GO:0006817	phosphate ion transport	24	0.72058799705896	1.97379691133584	0.000176919399398377	0.00893908544328644	0.00789521197869213	2428	tags=54%, list=16%, signal=46%	AT5G61810/AT1G63010/AT1G80050/AT5G51050/AT4G22990/AT1G20823/AT3G52190/AT2G33770/AT5G03545/AT3G15990/AT5G14040/AT1G26730/AT5G35730
GO:0045333	cellular respiration	155	0.443624740294729	1.68293570716142	0.000203064873576976	0.00999703992994345	0.0088296224381244	2795	tags=28%, list=18%, signal=23%	AT5G50950/AT4G26530/AT5G08570/AT3G22370/AT5G56630/AT2G19860/AT1G53310/AT5G43330/AT2G36220/AT3G52990/AT4G05020/AT1G16300/AT5G15090/AT1G13440/AT3G15840/AT3G04120/AT3G27240/AT3G06310/AT3G55440/AT1G79550/AT2G42790/AT4G35830/AT1G32440/AT4G24620/AT2G05710/AT4G29130/AT4G01100/AT1G04410/AT5G55070/AT4G26910/AT2G20420/AT5G40810/AT5G40650/AT5G08680/AT3G52730/AT1G65290/AT4G35260/AT4G26970/AT3G10020/AT3G45300/AT5G09600/AT5G18800/AT5G13440
GO:0009644	response to high light intensity	65	0.564725957438303	1.85143491695449	0.00021859154513691	0.0104923941665717	0.00926713103198847	2892	tags=48%, list=19%, signal=39%	AT2G42540/AT3G54890/AT3G47470/AT3G27690/AT5G07690/AT1G61520/AT5G54270/AT1G17420/AT4G32770/AT4G04020/AT2G17840/AT5G57050/AT2G05070/AT1G77510/AT1G07600/AT3G22840/AT1G79600/AT5G61230/AT3G55280/AT2G05100/AT5G58070/AT1G67740/AT3G50820/AT3G59770/AT3G61470/AT1G01470/AT5G61510/AT4G14690/AT5G42270/AT1G32070/AT2G30950
GO:0005977	glycogen metabolic process	20	0.736434591972312	1.9159913166205	0.000247477186179347	0.0113132427967701	0.00999212398333153	541	tags=35%, list=4%, signal=34%	AT3G46970/AT3G29320/AT4G39210/AT1G03310/AT2G39930/AT3G03250/AT2G21590
GO:0006112	energy reserve metabolic process	20	0.736434591972312	1.9159913166205	0.000247477186179347	0.0113132427967701	0.00999212398333153	541	tags=35%, list=4%, signal=34%	AT3G46970/AT3G29320/AT4G39210/AT1G03310/AT2G39930/AT3G03250/AT2G21590
GO:0006972	hyperosmotic response	55	0.573697784115307	1.85680393341421	0.000255276894966475	0.0113984101938519	0.0100673458455567	1704	tags=31%, list=11%, signal=28%	AT4G23600/AT2G39800/AT5G52310/AT4G30960/AT3G12490/AT5G01410/AT5G24770/AT4G00630/AT2G40880/AT4G04340/AT5G14640/AT1G74520/AT5G46830/AT4G24960/AT5G49480/AT5G58070/AT2G37570
GO:0006970	response to osmotic stress	433	0.349890035935568	1.480878008378	0.000271791278253626	0.0118599830510673	0.0104750179250381	1722	tags=19%, list=11%, signal=18%	AT2G42540/AT1G13930/AT4G23600/AT2G39800/AT1G52400/AT5G52310/AT4G39730/AT3G22200/AT4G30960/AT1G54100/AT3G12490/AT1G02820/AT3G16690/AT5G66880/AT5G01410/AT2G44490/AT2G41870/AT5G63980/AT2G38750/AT5G57345/AT5G24030/AT1G27760/AT5G24770/AT2G37760/AT5G63320/AT2G17840/AT5G15970/AT1G72180/AT1G06040/AT2G37180/AT2G37770/AT5G57050/AT4G36020/AT1G58200/AT1G51140/AT1G35720/AT1G78080/AT3G50500/AT1G10370/AT4G00630/AT3G45640/AT2G40880/AT5G08590/AT2G04240/AT4G04340/AT5G60920/AT5G61780/AT1G10090/AT1G44170/AT2G20880/AT5G62530/AT4G27710/AT1G10940/AT4G14605/AT5G25610/AT5G14640/AT1G74520/AT3G46110/AT5G45800/AT5G01520/AT5G13170/AT5G46830/AT4G17615/AT5G47910/AT1G15020/AT4G24960/AT5G41580/AT3G03640/AT4G34000/AT1G54050/AT2G31870/AT5G40550/AT1G01140/AT5G49480/AT2G38760/AT5G58070/AT5G65020/AT1G16060/AT2G39770/AT5G15960/AT1G31690/AT5G53450/AT2G37570/AT3G06590
GO:0009765	photosynthesis, light harvesting	40	0.637513012676067	1.92954805994316	0.000284169158198332	0.0118609735595825	0.0104758927656181	2892	tags=52%, list=19%, signal=43%	AT3G54890/AT3G47470/AT3G27690/AT1G61520/AT5G54270/AT2G34420/AT5G01500/AT2G05070/AT1G08380/AT1G29910/AT5G57030/AT1G15820/AT5G01530/AT2G05100/AT2G34430/AT4G10340/AT1G03600/AT3G61470/AT1G54780/AT3G08940/AT2G30950
GO:0006020	inositol metabolic process	11	0.831902130680861	1.89695070855407	0.000278188943651919	0.0118609735595825	0.0104758927656181	829	tags=45%, list=5%, signal=43%	AT3G02870/AT3G01310/AT3G22200/AT2G22240/AT4G39800
GO:0009060	aerobic respiration	144	0.443194259186073	1.66329651375972	0.000325962068938828	0.0133158972843096	0.0117609158580169	4369	tags=43%, list=29%, signal=31%	AT5G50950/AT4G26530/AT5G08570/AT3G22370/AT5G56630/AT2G19860/AT1G53310/AT5G43330/AT3G52990/AT4G05020/AT1G16300/AT5G15090/AT1G13440/AT3G04120/AT3G27240/AT3G06310/AT3G55440/AT1G79550/AT2G42790/AT4G35830/AT1G32440/AT4G24620/AT2G05710/AT4G29130/AT4G01100/AT1G04410/AT5G55070/AT4G26910/AT2G20420/AT5G40810/AT5G40650/AT5G08680/AT3G52730/AT1G65290/AT4G35260/AT4G26970/AT3G45300/AT5G09600/AT5G18800/AT5G13440/AT1G80230/AT2G44620/AT5G66760/AT4G02580/AT5G63680/AT3G16890/AT4G22260/AT1G51650/AT3G10860/AT5G08690/AT2G44350/AT4G38970/AT5G51040/AT5G03690/AT5G11770/AT3G54320/AT3G52930/AT3G03070/AT3G07480/AT4G32470/AT3G55410/AT3G15640
GO:0035435	phosphate ion transmembrane transport	11	0.826563522158775	1.8847773087692	0.000338228779008414	0.0135291511603365	0.0119492667320736	1878	tags=64%, list=12%, signal=56%	AT5G61810/AT1G63010/AT1G80050/AT5G51050/AT4G22990/AT2G33770/AT5G14040
GO:1901136	carbohydrate derivative catabolic process	87	0.510636150773092	1.7933527222978	0.00035993344091715	0.0138214441312186	0.0122074268066848	1721	tags=26%, list=11%, signal=24%	AT1G52400/AT4G26530/AT5G08570/AT2G44490/AT5G56630/AT2G19860/AT1G54040/AT3G52990/AT1G16300/AT1G13440/AT2G32150/AT3G47540/AT3G46940/AT3G14210/AT3G04120/AT3G55440/AT1G79550/AT3G03640/AT1G32440/AT4G24620/AT3G17940/AT5G25980/AT4G29130
