names,scores,logfoldchanges,pvals,pvals_adj
PPP1R15B,0.049647767,0.065464556,0.9604030820716576,1.0
SORBS2,0.04960568,-0.03083418,0.9604366219133769,1.0
AC006942.1,0.049579374,0.19246845,0.9604575843500143,1.0
IPO4,0.049368933,0.29568735,0.9606252848260941,1.0
SPTY2D1OS,0.049100626,0.38874537,0.9608391054589502,1.0
CR936218.1,0.049095362,-0.07120806,0.9608432980485874,1.0
AC012645.1,0.049000666,0.96393687,0.9609187648471198,1.0
THRB-IT1,0.049000666,1.4202944,0.9609187648471198,1.0
CDH24,0.0489691,0.879683,0.9609439205244827,1.0
ADCY1,0.048958577,0.81863123,0.9609523057589127,1.0
AC002128.1,0.048916493,0.79364085,0.9609858467398186,1.0
LINC01315,0.04890597,0.58016205,0.960994231995837,1.0
AC092944.1,0.04890071,0.07115905,0.9609984246254644,1.0
RBP5,0.04889545,0.694093,0.9610026172561703,1.0
GEM,0.048884925,0.54253507,0.9610110025208177,1.0
AC060766.4,0.04886388,0.519098,0.9610277730630508,1.0
AP000692.1,0.04886388,0.5140389,0.9610277730630508,1.0
POLH-AS1,0.04886388,0.40829313,0.9610277730630508,1.0
AP001107.7,0.04885336,0.48388818,0.9610361583406346,1.0
RHOV,0.04885336,0.54089046,0.9610361583406346,1.0
AL139099.1,0.048842836,0.6469523,0.9610445436225287,1.0
LINC02334,0.048832316,0.35371482,0.9610529289087322,1.0
PNMT,0.048821792,0.3382735,0.9610613141992442,1.0
TIGD2,0.04881127,0.17038783,0.9610696994940636,1.0
TRO,0.04881127,0.90729564,0.9610696994940636,1.0
SERPINF2,0.048790228,0.11662124,0.9610864700966215,1.0
AL109923.1,0.048779707,-0.26637983,0.961094855404358,1.0
AC007292.1,0.04874814,0.4892099,0.9611200113533868,1.0
ZSCAN20,0.048716575,0.122617096,0.9611451673411249,1.0
AL391056.1,0.048685007,-0.30639517,0.9611703233675473,1.0
FCGRT,0.048516657,0.042749114,0.9613044894941039,1.0
TRMU,0.048437744,0.17979951,0.9613673802433922,1.0
NPHP3,0.048285175,0.22235332,0.9614889697066632,1.0
MMADHC,0.048216783,0.032612678,0.9615434756190627,1.0
ADAM8,0.048137866,-0.01623432,0.9616063672797798,1.0
ASCC3,0.048127346,0.0911629,0.9616147528526018,1.0
AL096701.3,0.04811682,0.5191208,0.9616231384296701,1.0
KCNMB1,0.04788534,0.34477186,0.9618076221976366,1.0
NBPF11,0.04787482,0.31692854,0.9618160078721164,1.0
ERMN,0.047780123,0.26140058,0.9618914791324108,1.0
LINC00632,0.0477696,0.40675002,0.9618998648490906,1.0
PHF12,0.047743294,0.11290717,0.9619208291592282,1.0
AC008870.2,0.047695946,0.47470957,0.9619585649838144,1.0
CENPA,0.047643337,0.26958904,0.9620004937777453,1.0
BCL2L15,0.047627553,0.020076144,0.9620130724364234,1.0
ALKAL2,0.04760125,0.14032902,0.9620340368885639,1.0
AC012313.1,0.04754864,0.109738566,0.962075965871582,1.0
FAM160B2,0.047427636,0.21274297,0.9621724029303766,1.0
MCM10,0.047359243,-0.13897176,0.9622269110780747,1.0
AP001469.3,0.047343463,-0.095543146,0.9622394899064715,1.0
ORC4,0.047296114,0.09444244,0.9622772264480443,1.0
ARMC2,0.047096197,-0.1129389,0.9624365594431346,1.0
SHC3,0.047090936,2.9423053,0.9624407524369761,1.0
MYCNOS,0.047090936,2.7046707,0.9624407524369761,1.0
GPX3,0.047090936,2.7975948,0.9624407524369761,1.0
AC034148.1,0.047090936,3.180436,0.9624407524369761,1.0
AL121899.4,0.047090936,3.0376775,0.9624407524369761,1.0
HHLA2,0.047090936,3.2293105,0.9624407524369761,1.0
AC005329.2,0.047090936,3.2723618,0.9624407524369761,1.0
PCSK6-AS1,0.047090936,2.81141,0.9624407524369761,1.0
TMEM98,0.047090936,3.7576818,0.9624407524369761,1.0
NPY,0.047090936,3.2770152,0.9624407524369761,1.0
AC012360.2,0.047090936,2.4454699,0.9624407524369761,1.0
LINC02526,0.047090936,3.5739572,0.9624407524369761,1.0
AC012370.1,0.047090936,2.4899948,0.9624407524369761,1.0
LINC02142,0.047090936,2.5499384,0.9624407524369761,1.0
AGBL4,0.047090936,2.7292469,0.9624407524369761,1.0
AL034347.1,0.047090936,3.3719778,0.9624407524369761,1.0
ANK2,0.047090936,2.826753,0.9624407524369761,1.0
AP000251.1,0.047090936,3.1366875,0.9624407524369761,1.0
STRIT1,0.047090936,3.0799298,0.9624407524369761,1.0
B3GALT5-AS1,0.047090936,3.217545,0.9624407524369761,1.0
AC009908.1,0.047090936,3.3008113,0.9624407524369761,1.0
AP000813.1,0.047090936,2.626051,0.9624407524369761,1.0
AL035448.1,0.047090936,3.0134284,0.9624407524369761,1.0
AC174065.1,0.047090936,2.6490858,0.9624407524369761,1.0
AC099487.1,0.047090936,3.1638753,0.9624407524369761,1.0
AC024075.3,0.047090936,3.2969415,0.9624407524369761,1.0
FGF20,0.047090936,2.4940243,0.9624407524369761,1.0
AC009268.2,0.047090936,2.6061974,0.9624407524369761,1.0
APCDD1L-DT,0.047090936,2.3814294,0.9624407524369761,1.0
USP6,0.047090936,2.5837386,0.9624407524369761,1.0
AC069200.1,0.047090936,3.2129154,0.9624407524369761,1.0
AC009248.2,0.047090936,2.862777,0.9624407524369761,1.0
AC007368.1,0.047090936,2.5419197,0.9624407524369761,1.0
NOTCH3,0.047090936,2.9120064,0.9624407524369761,1.0
AC020558.1,0.047090936,2.9868283,0.9624407524369761,1.0
IGSF9,0.047090936,2.5401568,0.9624407524369761,1.0
AC093802.1,0.047090936,3.2525828,0.9624407524369761,1.0
LINC00491,0.047090936,3.3230972,0.9624407524369761,1.0
AL592211.2,0.047090936,2.728422,0.9624407524369761,1.0
AC084782.3,0.047090936,2.9869442,0.9624407524369761,1.0
TDRP,0.047090936,2.3326569,0.9624407524369761,1.0
LINC02145,0.047090936,4.092875,0.9624407524369761,1.0
CLDN19,0.047090936,2.468978,0.9624407524369761,1.0
AC112484.1,0.047090936,3.5364392,0.9624407524369761,1.0
LINC02014,0.047090936,2.7731245,0.9624407524369761,1.0
SGK2,0.047090936,3.3554285,0.9624407524369761,1.0
PKN2-AS1,0.047090936,3.3044198,0.9624407524369761,1.0
CELF2-DT,0.047090936,3.1186376,0.9624407524369761,1.0
AC008679.1,0.047090936,3.2378788,0.9624407524369761,1.0
SAPCD1-AS1,0.047090936,2.5364926,0.9624407524369761,1.0
AC079921.2,0.047090936,2.5328724,0.9624407524369761,1.0
HMSD,0.047090936,3.860568,0.9624407524369761,1.0
AC083855.2,0.047090936,2.4658566,0.9624407524369761,1.0
CLDN4,0.047090936,2.6923213,0.9624407524369761,1.0
AC007619.1,0.047090936,3.247581,0.9624407524369761,1.0
DDN,0.047090936,2.5987957,0.9624407524369761,1.0
CRYBB1,0.047090936,3.8165128,0.9624407524369761,1.0
AC007687.1,0.047090936,3.3410366,0.9624407524369761,1.0
SLC12A3,0.047090936,2.6044512,0.9624407524369761,1.0
AC096631.1,0.047080413,2.5726068,0.9624491384277754,1.0
AC098829.1,0.047080413,1.9155873,0.9624491384277754,1.0
AL590133.1,0.047080413,1.948427,0.9624491384277754,1.0
AC121247.1,0.047080413,2.4300723,0.9624491384277754,1.0
AC090515.5,0.047080413,2.8629684,0.9624491384277754,1.0
AC090515.6,0.047080413,2.1803925,0.9624491384277754,1.0
KCNK9,0.047080413,3.4652538,0.9624491384277754,1.0
C4orf36,0.047080413,1.9685874,0.9624491384277754,1.0
CASKIN1,0.047080413,2.907829,0.9624491384277754,1.0
CERS1,0.047080413,2.4079201,0.9624491384277754,1.0
AP003086.2,0.047080413,2.2357402,0.9624491384277754,1.0
AC009731.1,0.047080413,3.0109742,0.9624491384277754,1.0
AC087292.1,0.047080413,2.5037575,0.9624491384277754,1.0
OR2A42,0.047080413,3.0560582,0.9624491384277754,1.0
AP000317.1,0.047080413,1.5849376,0.9624491384277754,1.0
AP001625.2,0.047080413,2.5240948,0.9624491384277754,1.0
AC007920.2,0.047080413,2.5751283,0.9624491384277754,1.0
AC073365.1,0.047080413,2.702775,0.9624491384277754,1.0
AL132639.3,0.047080413,2.264599,0.9624491384277754,1.0
AL121583.1,0.047080413,2.477048,0.9624491384277754,1.0
VN1R2,0.047080413,2.2212055,0.9624491384277754,1.0
NPIPA8,0.047080413,2.2261007,0.9624491384277754,1.0
CHGB,0.047080413,2.8907619,0.9624491384277754,1.0
OTOA,0.047080413,2.2782388,0.9624491384277754,1.0
PNMA2,0.047080413,2.1545095,0.9624491384277754,1.0
AC090197.1,0.047080413,2.1507976,0.9624491384277754,1.0
AC068768.1,0.047080413,2.3182364,0.9624491384277754,1.0
SNAP25-AS1,0.047080413,2.3476648,0.9624491384277754,1.0
AL137246.2,0.047080413,2.6892898,0.9624491384277754,1.0
GGT1,0.047080413,2.34382,0.9624491384277754,1.0
LINC00412,0.047080413,2.5748172,0.9624491384277754,1.0
FFAR4,0.047080413,1.9802234,0.9624491384277754,1.0
AC073655.1,0.047080413,2.2297232,0.9624491384277754,1.0
RCVRN,0.047080413,2.1872864,0.9624491384277754,1.0
CELF5,0.047080413,2.7484844,0.9624491384277754,1.0
AL139393.1,0.047080413,2.129022,0.9624491384277754,1.0
ST6GAL2,0.047080413,2.8182325,0.9624491384277754,1.0
KCTD16,0.047080413,2.286511,0.9624491384277754,1.0
AC027271.1,0.047080413,2.0961497,0.9624491384277754,1.0
AC067930.3,0.047080413,2.3027427,0.9624491384277754,1.0
PLEKHG4B,0.047080413,1.9486958,0.9624491384277754,1.0
RGN,0.047080413,2.6547525,0.9624491384277754,1.0
Z85996.3,0.047080413,2.0804446,0.9624491384277754,1.0
AC130352.1,0.047080413,2.8063166,0.9624491384277754,1.0
AL359987.1,0.047080413,1.9628125,0.9624491384277754,1.0
OR52H1,0.047080413,2.1163273,0.9624491384277754,1.0
DHH,0.047080413,3.0187306,0.9624491384277754,1.0
FAM186B,0.047080413,1.6904083,0.9624491384277754,1.0
AL353147.1,0.047080413,1.7983115,0.9624491384277754,1.0
SULT2A1,0.047080413,2.1190338,0.9624491384277754,1.0
LPAR1,0.047080413,2.1083713,0.9624491384277754,1.0
LINC01485,0.047080413,1.689034,0.9624491384277754,1.0
PIH1D2,0.047080413,2.7297163,0.9624491384277754,1.0
FOXD4L5,0.047080413,2.1954095,0.9624491384277754,1.0
CECR3,0.047080413,1.7918321,0.9624491384277754,1.0
AL109936.6,0.047080413,2.1646216,0.9624491384277754,1.0
AC011676.3,0.047080413,2.2556765,0.9624491384277754,1.0
C7orf57,0.047080413,2.1160197,0.9624491384277754,1.0
AC107204.1,0.047080413,2.4114268,0.9624491384277754,1.0
AC106038.1,0.047080413,2.9821126,0.9624491384277754,1.0
SIX3-AS1,0.047080413,2.2533033,0.9624491384277754,1.0
IBA57-DT,0.047080413,2.4424624,0.9624491384277754,1.0
IL31RA,0.047080413,2.3381326,0.9624491384277754,1.0
AC013270.1,0.047069892,1.565737,0.9624575244227288,1.0
PGM5,0.047069892,1.6061591,0.9624575244227288,1.0
AL121992.2,0.047069892,1.5217321,0.9624575244227288,1.0
FOCAD-AS1,0.047069892,1.5406597,0.9624575244227288,1.0
TXNDC12-AS1,0.047069892,1.1695338,0.9624575244227288,1.0
CTXN1,0.047069892,0.8125045,0.9624575244227288,1.0
PTH2R,0.047069892,1.618637,0.9624575244227288,1.0
INCA1,0.047069892,2.0379486,0.9624575244227288,1.0
TMEM54,0.047069892,0.37264287,0.9624575244227288,1.0
PPP1R27,0.047069892,1.757417,0.9624575244227288,1.0
LINC01511,0.047069892,1.6515954,0.9624575244227288,1.0
AC011944.1,0.047069892,1.5229106,0.9624575244227288,1.0
AC027808.2,0.047069892,2.027256,0.9624575244227288,1.0
PREX2,0.047069892,1.9740236,0.9624575244227288,1.0
NAV2-AS3,0.047069892,2.0153196,0.9624575244227288,1.0
LINC00924,0.047069892,2.028601,0.9624575244227288,1.0
PDE1A,0.047069892,2.0663154,0.9624575244227288,1.0
AL590096.1,0.047069892,1.6934237,0.9624575244227288,1.0
AL138720.1,0.047069892,1.6493454,0.9624575244227288,1.0
WDR87,0.047069892,2.0700371,0.9624575244227288,1.0
AC011139.1,0.047069892,1.579352,0.9624575244227288,1.0
PLCL2-AS1,0.047069892,2.0748281,0.9624575244227288,1.0
Z73429.1,0.047069892,1.6199785,0.9624575244227288,1.0
WLS,0.047069892,2.1294074,0.9624575244227288,1.0
STON2,0.047069892,1.1253827,0.9624575244227288,1.0
MYOT,0.047069892,1.9705868,0.9624575244227288,1.0
ANKRD62,0.047069892,1.5125803,0.9624575244227288,1.0
AP003170.4,0.047069892,2.0982006,0.9624575244227288,1.0
BCAR1,0.047069892,0.65085554,0.9624575244227288,1.0
RFX4,0.047069892,1.5928473,0.9624575244227288,1.0
AC007389.1,0.047069892,0.9968806,0.9624575244227288,1.0
LINC01762,0.047069892,1.9483322,0.9624575244227288,1.0
OR3A2,0.047069892,1.2451208,0.9624575244227288,1.0
AC025287.2,0.047069892,2.126614,0.9624575244227288,1.0
CDH15,0.047069892,0.04098057,0.9624575244227288,1.0
DUSP15,0.047069892,1.3955396,0.9624575244227288,1.0
SPAG6,0.047069892,1.8505099,0.9624575244227288,1.0
PDZRN4,0.047069892,1.5890929,0.9624575244227288,1.0
CRYGD,0.047069892,0.106457256,0.9624575244227288,1.0
AC131159.1,0.047069892,1.2930803,0.9624575244227288,1.0
AC089998.4,0.047069892,1.4066489,0.9624575244227288,1.0
AC021739.3,0.047069892,1.9322423,0.9624575244227288,1.0
IGBP1-AS1,0.047069892,1.9116578,0.9624575244227288,1.0
TMPRSS11E,0.047069892,1.8317095,0.9624575244227288,1.0
AC026124.1,0.047069892,2.0356941,0.9624575244227288,1.0
TRIM16L,0.04705937,-0.2378078,0.9624659104218356,1.0
FUBP1,0.04661745,0.10543577,0.9628181261224844,1.0
AC078962.3,0.046286006,1.3166947,0.963082292663578,1.0
AC007036.2,0.04625444,0.9044089,0.9631074515935947,1.0
B3GNT10,0.046212353,0.035759974,0.9631409968907536,1.0
HAL,0.046075568,0.7408144,0.9632500195568098,1.0
AC102953.2,0.046012435,0.8879742,0.9633003379422456,1.0
PDGFA,0.045959827,0.3193425,0.9633422700417725,1.0
AATBC,0.045938782,0.370703,0.9633590429099788,1.0
LINC00511,0.04591774,0.30532634,0.9633758157943998,1.0
AP001033.1,0.04587565,0.19289103,0.9634093616118568,1.0
XK,0.04586513,0.41951838,0.9634177480763437,1.0
C2orf74,0.045786213,0.04686321,0.9634806466889372,1.0
AL359922.2,0.04574939,0.18837789,0.9635099994526133,1.0
CACNA1D,0.04574939,0.0911177,0.9635099994526133,1.0
RASSF8-AS1,0.04574939,-0.20290716,0.9635099994526133,1.0
AL022328.2,0.045680996,0.5235111,0.9635645118591851,1.0
ZNF416,0.045460034,0.14211293,0.963740630027694,1.0
EIF2AK2,0.045349553,0.08561866,0.9638286897758952,1.0
TRIM65,0.045265377,0.18529882,0.963895783213574,1.0
ZNF572,0.045028634,0.35329914,0.9640844848760916,1.0
CLEC12A,0.04501285,0.27175134,0.9640970650585668,1.0
MSL3,0.044912893,0.11897061,0.9641767397549945,1.0
PRTN3,0.0448445,0.45265874,0.9642312542271148,1.0
PIGZ,0.0447235,0.13601229,0.9643277033179836,1.0
SDCBP2,0.04441836,0.084395155,0.9645709250790417,1.0
BX842570.1,0.044365752,0.38340917,0.9646128601992456,1.0
MTBP,0.044307884,0.1969926,0.9646589889445163,1.0
AL645939.4,0.044213183,1.0838976,0.9647344726009308,1.0
AC100821.2,0.044202663,1.4547223,0.9647428596933868,1.0
AC022274.1,0.04418162,1.4822072,0.9647596338900004,1.0
AF129075.1,0.04418162,1.1052784,0.9647596338900004,1.0
AL162431.1,0.04418162,1.2188827,0.9647596338900004,1.0
CRHBP,0.044160575,1.0801971,0.9647764081022099,1.0
RNF112,0.044150054,1.0353293,0.9647847952141607,1.0
AL031768.2,0.04413953,1.1161988,0.9647931823300078,1.0
AC078795.3,0.04413953,0.9331639,0.9647931823300078,1.0
PPP1R36,0.04413953,0.796813,0.9647931823300078,1.0
LOXL3,0.04413953,0.9211444,0.9647931823300078,1.0
AL133367.1,0.04413953,1.4185275,0.9647931823300078,1.0
HRH4,0.04412901,0.82413584,0.96480156944975,1.0
AL359915.1,0.044118486,0.8344594,0.9648099565733866,1.0
SMAD5-AS1,0.044118486,0.65979177,0.9648099565733866,1.0
MT1G,0.044118486,0.8802012,0.9648099565733866,1.0
AC004381.1,0.044118486,0.799188,0.9648099565733866,1.0
SCN8A,0.044118486,0.95863605,0.9648099565733866,1.0
AC096711.2,0.044107966,0.7730298,0.9648183437009167,1.0
AC026191.1,0.044097442,0.855773,0.9648267308323392,1.0
LINC00943,0.044097442,1.2088633,0.9648267308323392,1.0
MFAP3L,0.044097442,0.3786579,0.9648267308323392,1.0
FBXO43,0.044097442,0.69509536,0.9648267308323392,1.0
PRICKLE2,0.044097442,0.64843976,0.9648267308323392,1.0
AP001893.1,0.044097442,0.7673312,0.9648267308323392,1.0
CCDC40,0.044086922,0.26293218,0.9648351179676532,1.0
PCDHGA5,0.044086922,0.5535812,0.9648351179676532,1.0
FRRS1,0.044086922,0.5556133,0.9648351179676532,1.0
MLANA,0.044086922,0.88728213,0.9648351179676532,1.0
LINC00844,0.044065878,0.80037135,0.9648518922499523,1.0
AC233992.3,0.044065878,0.36264038,0.9648518922499523,1.0
AC138393.3,0.044044834,0.2809176,0.9648686665478065,1.0
FAM47E,0.044044834,0.36450127,0.9648686665478065,1.0
PAPSS2,0.044034313,0.10330003,0.9648770537025644,1.0
CYTL1,0.04402379,-0.093242,0.9648854408612082,1.0
CATSPER3,0.04402379,0.08227544,0.9648854408612082,1.0
NAPB,0.043955397,0.19535953,0.9649399574870506,1.0
EAPP,0.043850176,0.043953132,0.9650238295390473,1.0
IMMP2L,0.04327147,0.1132916,0.9654851327173972,1.0
AC024575.1,0.043224122,0.36354548,0.9655228762180469,1.0
AL513314.2,0.043139946,0.51347643,0.9655899759654348,1.0
AL049828.1,0.043134686,0.52212536,0.9655941697077418,1.0
OTUB2,0.043055773,0.48017278,0.9656570759564842,1.0
GPBAR1,0.04294003,0.5089134,0.9657493388411591,1.0
ABCF2,0.042866375,0.058145046,0.9658080518247749,1.0
HAUS5,0.042850595,0.16357292,0.9658206332025351,1.0
AC124242.1,0.042655937,-0.06438878,0.9659758042268906,1.0
INCENP,0.042640153,0.03821369,0.9659883857178451,1.0
PILRB,0.04229819,0.18918793,0.9662609867623958,1.0
AC026341.1,0.042045664,0.21892898,0.9664622946819356,1.0
ABCG2,0.04202462,0.4303068,0.9664790704385551,1.0
SPTB,0.041919403,0.1527843,0.9665629494440416,1.0
PHF23,0.04190888,0.04277439,0.9665713373649538,1.0
AC108066.2,0.041708965,0.23908748,0.9667307085639941,1.0
GEMIN6,0.04158796,0.071907565,0.9668271707251903,1.0
ANKRD6,0.04153535,0.15617631,0.9668691109467661,1.0
FAM86B1,0.041403826,0.00042191095,0.9669739619014044,1.0
AC078795.2,0.041345958,1.277435,0.9670200965024383,1.0
AL451050.2,0.04130387,0.7321442,0.9670536490088968,1.0
GABRD,0.041293345,0.7788457,0.9670620371446274,1.0
AP000873.4,0.04126178,0.8559161,0.9670872015736827,1.0
BX004987.1,0.041230217,0.6881066,0.9671123660355135,1.0
AC006059.1,0.04120391,0.08033908,0.9671333364453917,1.0
AC126773.6,0.04119865,0.6713864,0.9671375305300952,1.0
CDC42EP2,0.041177604,0.24703276,0.9671543068779987,1.0
IQCH,0.04115656,0.5082856,0.9671710832404397,1.0
AC091132.1,0.04109343,0.3102793,0.9672214124149121,1.0
CDA,0.041061863,0.21771611,0.9672465770511242,1.0
AC093512.1,0.04104082,0.09556139,0.9672633534933878,1.0
NHLRC1,0.041019775,0.32115003,0.9672801299501405,1.0
IL20RB,0.040956646,0.024847765,0.9673304594072591,1.0
AC083973.1,0.040772513,0.23041221,0.9674772543997636,1.0
SLC37A4,0.040740944,0.121410355,0.9675024193664175,1.0
DEPDC7,0.040635727,0.44710335,0.9675863028221867,1.0
BCAS3,0.040535767,0.05276061,0.9676659924373892,1.0
UVSSA,0.040509462,0.2345796,0.9676869634424574,1.0
AC245452.1,0.040304285,0.18345852,0.9678505380477979,1.0
MADCAM1,0.040299024,0.44692713,0.9678547322862638,1.0
OR2A1-AS1,0.039946537,0.2184003,0.9681357482833408,1.0
AC104984.5,0.03984658,0.2607319,0.96821544010866,1.0
TNNC2,0.039783448,-0.15572327,0.9682657719514018,1.0
TTLL4,0.039709795,0.34410486,0.968324492594359,1.0
RNF25,0.039646663,-0.043359365,0.9683748247107432,1.0
LINC02109,0.039394137,1.60007,0.9685761544340707,1.0
FKBP6,0.039394137,1.3122748,0.9685761544340707,1.0
AC068446.2,0.039394137,1.5796511,0.9685761544340707,1.0
MAFTRR,0.039394137,1.1332301,0.9685761544340707,1.0
AL078599.2,0.039394137,1.4416025,0.9685761544340707,1.0
EXOC3L2,0.039394137,1.1074631,0.9685761544340707,1.0
ABRA,0.039383616,1.2796247,0.9685845432160962,1.0
SEMA3B,0.039383616,1.5364345,0.9685845432160962,1.0
AC079834.2,0.039383616,1.9608608,0.9685845432160962,1.0
AC073210.3,0.039373092,1.4348003,0.968592932001598,1.0
AC034102.5,0.039373092,1.1178297,0.968592932001598,1.0
AC093426.1,0.039373092,1.9951518,0.968592932001598,1.0
AC007743.1,0.039373092,1.0589607,0.968592932001598,1.0
OTUD6A,0.039373092,1.2774615,0.968592932001598,1.0
BCAM,0.039373092,1.966641,0.968592932001598,1.0
RAB42,0.039373092,2.1607587,0.968592932001598,1.0
ZNF233,0.039373092,1.1793735,0.968592932001598,1.0
AC093843.2,0.039362572,1.4197826,0.968601320790575,1.0
DNMBP-AS1,0.039362572,1.1024157,0.968601320790575,1.0
AC005225.1,0.039362572,1.5276382,0.968601320790575,1.0
NRG1,0.039362572,1.0336637,0.968601320790575,1.0
AL031705.1,0.039362572,1.462039,0.968601320790575,1.0
OR2L8,0.039362572,0.92383623,0.968601320790575,1.0
AL022341.2,0.039362572,1.1629041,0.968601320790575,1.0
AC005954.2,0.039362572,0.978867,0.968601320790575,1.0
LINC02569,0.03935205,1.6660713,0.9686097095830265,1.0
AC114810.1,0.03935205,0.8360661,0.9686097095830265,1.0
AC097500.1,0.03935205,0.9933453,0.9686097095830265,1.0
AC231533.1,0.03935205,0.75490886,0.9686097095830265,1.0
AL359813.1,0.03935205,1.0678471,0.9686097095830265,1.0
KIF24,0.03935205,1.5917714,0.9686097095830265,1.0
AC002059.1,0.03935205,1.3477675,0.9686097095830265,1.0
AP001453.1,0.039341528,0.6462019,0.9686180983789514,1.0
AC093503.2,0.039341528,0.96561694,0.9686180983789514,1.0
AC008764.2,0.039341528,0.87025017,0.9686180983789514,1.0
AC120114.1,0.039341528,0.892206,0.9686180983789514,1.0
AC105020.3,0.039341528,1.1663822,0.9686180983789514,1.0
APBA1,0.039341528,0.7827423,0.9686180983789514,1.0
SERPINB10,0.039341528,1.2021673,0.9686180983789514,1.0
MINAR1,0.039341528,1.4861566,0.9686180983789514,1.0
IGFBP2,0.039341528,1.2402549,0.9686180983789514,1.0
AC104365.3,0.039341528,0.67862207,0.9686180983789514,1.0
PODNL1,0.039341528,1.0716832,0.9686180983789514,1.0
CST6,0.039341528,0.6578389,0.9686180983789514,1.0
DIAPH2-AS1,0.039331004,1.1081637,0.9686264871783489,1.0
AL354793.1,0.039331004,0.49939668,0.9686264871783489,1.0
NUDT10,0.039331004,0.80009145,0.9686264871783489,1.0
C12orf50,0.039331004,0.6054099,0.9686264871783489,1.0
AC132872.5,0.039331004,0.82357806,0.9686264871783489,1.0
AC010680.1,0.039331004,1.244464,0.9686264871783489,1.0
LINC01122,0.039331004,0.83373827,0.9686264871783489,1.0
AC087620.1,0.039331004,0.82250893,0.9686264871783489,1.0
HBZ,0.039331004,0.81061673,0.9686264871783489,1.0
AC091057.3,0.039331004,0.43980357,0.9686264871783489,1.0
LINC00345,0.039331004,0.6869559,0.9686264871783489,1.0
AC106820.4,0.039320484,0.80117553,0.9686348759812179,1.0
LINC00882,0.039320484,1.0417895,0.9686348759812179,1.0
TMEM31,0.039320484,0.58525234,0.9686348759812179,1.0
DOC2A,0.039320484,0.5910759,0.9686348759812179,1.0
AC243585.2,0.039320484,0.4971367,0.9686348759812179,1.0
RAB44,0.039320484,0.77300143,0.9686348759812179,1.0
LINC01841,0.039320484,0.5988449,0.9686348759812179,1.0
AL132986.1,0.039320484,0.80373114,0.9686348759812179,1.0
AC024361.1,0.039320484,0.37906444,0.9686348759812179,1.0
PCAT7,0.039320484,0.78374565,0.9686348759812179,1.0
AL645937.4,0.039320484,0.8564477,0.9686348759812179,1.0
AL358075.2,0.03930996,0.35418046,0.9686432647875576,1.0
AC087354.1,0.03930996,0.8077502,0.9686432647875576,1.0
FCAR,0.03930996,0.6121714,0.9686432647875576,1.0
ESPL1,0.03930996,0.4100703,0.9686432647875576,1.0
ADAM29,0.03930996,0.6966807,0.9686432647875576,1.0
AL357140.2,0.03930996,0.6263798,0.9686432647875576,1.0
AC010359.2,0.03930996,0.8408039,0.9686432647875576,1.0
ZNF295-AS1,0.03929944,0.16350347,0.968651653597367,1.0
AC135803.1,0.03929944,0.47469026,0.968651653597367,1.0
LINC02284,0.03929944,0.72011477,0.968651653597367,1.0
VEZF1,0.03929944,0.11722212,0.968651653597367,1.0
NOSTRIN,0.03929944,-0.22029433,0.968651653597367,1.0
PLEKHD1,0.039288916,-0.22019945,0.9686600424106454,1.0
SMIM6,0.039288916,0.097569466,0.9686600424106454,1.0
AC104850.2,0.039278395,0.3196178,0.9686684312273917,1.0
AP005717.2,0.039278395,0.16751756,0.9686684312273917,1.0
AC005089.1,0.039278395,0.59922975,0.9686684312273917,1.0
APOC2,0.039278395,0.13977444,0.9686684312273917,1.0
C1orf131,0.039267875,0.049630955,0.9686768200476048,1.0
MANEA,0.039157394,-0.12462353,0.9687649028689284,1.0
AL356512.1,0.039089,0.31859758,0.968819430520777,1.0
AC022558.1,0.0388733,0.22430032,0.9689914032995054,1.0
BX255925.3,0.03855238,0.44640198,0.9692472679048548,1.0
AC010210.1,0.038373508,0.5672595,0.9693898823392143,1.0
RIOX1,0.038362987,0.117025524,0.9693982714541178,1.0
AC123912.1,0.038362987,0.49507725,0.9693982714541178,1.0
TBX6,0.038341943,0.60949695,0.969415049694083,1.0
ZNF320,0.03826829,0.30958688,0.9694737736405219,1.0
AC092418.2,0.038257767,0.1555656,0.9694821627892467,1.0
MARVELD1,0.038247246,0.74931204,0.9694905519413485,1.0
CD33,0.038236722,0.2954033,0.9694989410968263,1.0
AL356756.1,0.038184114,0.4537784,0.9695408869248245,1.0
PKN3,0.038173594,0.15905836,0.9695492761005394,1.0
BUD13,0.03777376,0.08143191,0.9698680672661036,1.0
APOBEC3A,0.03767906,0.6042002,0.9699435711440076,1.0
PPP1R13L,0.03744758,0.40673798,0.9701281373116822,1.0
YIPF2,0.037373926,-0.12619688,0.9701868632464772,1.0
GPR55,0.037326574,-0.2948035,0.9702246157185157,1.0
PSAT1,0.037279226,0.05916086,0.9702623682572766,1.0
AF129075.2,0.037210833,0.22068407,0.9703168998197762,1.0
SNAPC1,0.037200313,0.07471227,0.9703252893032541,1.0
LRR1,0.03718453,0.052572355,0.9703378735346279,1.0
IDUA,0.037100356,0.019794358,0.9704049895599431,1.0
UFSP1,0.036774173,0.008761557,0.970665066133476,1.0
C9orf40,0.03669,0.0739508,0.9707321831761043,1.0
NAGLU,0.0365953,0.035277203,0.9708076900968073,1.0
AC010168.1,0.03653217,1.1614361,0.9708580281893556,1.0
NICN1,0.036505863,0.19531403,0.9708790024288603,1.0
