names,scores,logfoldchanges,pvals,pvals_adj
IQSEC2,0.03646904,0.7467011,0.9709083663980006,1.0
AL157392.4,0.036458515,1.059611,0.9709167561107146,1.0
AC009570.1,0.036447994,0.61543715,0.9709251458266469,1.0
TANC1,0.03643747,1.1556348,0.9709335355457968,1.0
SMIM10L2B,0.03643747,0.80553234,0.9709335355457968,1.0
AC013726.1,0.03642695,0.61950225,0.9709419252681631,1.0
AC106818.2,0.03642695,0.85981864,0.9709419252681631,1.0
AL513218.2,0.03641643,0.5789864,0.9709503149937452,1.0
C17orf113,0.03641643,0.5495521,0.9709503149937452,1.0
AC011446.1,0.036405906,0.77750814,0.970958704722542,1.0
AC110615.1,0.036405906,0.6058765,0.970958704722542,1.0
AC132938.2,0.036395386,0.8046647,0.9709670944545524,1.0
AC003991.1,0.03637434,0.60545826,0.9709838739282111,1.0
ALG9-IT1,0.036363818,0.3524918,0.9709922636698574,1.0
NLGN3,0.036363818,0.45925134,0.9709922636698574,1.0
VPS37D,0.036353298,0.42797005,0.9710006534147138,1.0
ACER2,0.036353298,0.37320647,0.9710006534147138,1.0
UNC79,0.036342774,0.19284424,0.9710090431627791,1.0
AC005288.1,0.036332253,0.40746912,0.9710174329140528,1.0
LINC02241,0.03631121,0.34415376,0.9710342124262211,1.0
SLC25A21,0.036300685,0.5853556,0.9710426021871139,1.0
AC099501.1,0.036290165,0.38068596,0.9710509919512111,1.0
AC022929.2,0.03626912,0.19202656,0.9710677714890155,1.0
AL355312.2,0.0362586,0.1316445,0.9710761612627207,1.0
AL512625.2,0.0362586,0.347401,0.9710761612627207,1.0
AC000065.2,0.036248077,0.07169958,0.9710845510396267,1.0
AC025442.2,0.036227033,0.14907403,0.9711013306030372,1.0
WDR86,0.03600081,0.05319468,0.9712817117160744,1.0
OVCH1-AS1,0.0358272,0.2181143,0.9714201447298637,1.0
HAGHL,0.035748284,-0.08318746,0.9714830691119392,1.0
AC126614.1,0.03572724,0.42768002,0.9714998489771555,1.0
AC020978.7,0.03568515,0.32509077,0.9715334087454282,1.0
AC008443.8,0.03539054,0.5093897,0.9717683285313159,1.0
COA7,0.035301104,-0.11779112,0.9718396439519033,1.0
ZNF610,0.035264276,0.2882955,0.9718690091905626,1.0
AL031432.3,0.0351801,0.24427189,0.9719361298792093,1.0
SLC25A53,0.03516958,0.011529177,0.9719445199792756,1.0
LINC00324,0.035080142,0.019307133,0.9720158359551003,1.0
ZNF142,0.034932833,0.117249146,0.9721332980498333,1.0
POLE,0.034643482,0.3056316,0.9723640289218559,1.0
CDCA5,0.03463296,-0.3813734,0.9723724191790828,1.0
OR2AG1,0.03458561,1.8425997,0.9724101753744264,1.0
AC091564.6,0.03458561,1.7764063,0.9724101753744264,1.0
GPR25,0.03458561,2.11021,0.9724101753744264,1.0
LINC01609,0.03458561,1.5705924,0.9724101753744264,1.0
AC012568.1,0.03458561,1.9327539,0.9724101753744264,1.0
LINC00640,0.03458561,1.774021,0.9724101753744264,1.0
AC012511.1,0.03458561,2.222389,0.9724101753744264,1.0
AP003065.2,0.03458561,2.1970966,0.9724101753744264,1.0
ADGRG6,0.03458561,2.1652038,0.9724101753744264,1.0
AC026367.1,0.03458561,1.8191454,0.9724101753744264,1.0
LINC01127,0.03458561,2.4634616,0.9724101753744264,1.0
AL050331.2,0.03458561,1.9702772,0.9724101753744264,1.0
TRNP1,0.03458561,1.7065293,0.9724101753744264,1.0
AC044840.1,0.03458561,2.3260455,0.9724101753744264,1.0
AC022903.2,0.03458561,1.6620113,0.9724101753744264,1.0
AC019294.2,0.03458561,2.0063324,0.9724101753744264,1.0
IRAIN,0.03458561,1.7383928,0.9724101753744264,1.0
AC107398.3,0.03458561,1.5524585,0.9724101753744264,1.0
AC009961.4,0.03458561,1.3768791,0.9724101753744264,1.0
AC023282.1,0.03458561,2.1306245,0.9724101753744264,1.0
AL512603.2,0.03458561,2.1606383,0.9724101753744264,1.0
AC090971.5,0.03458561,2.6181617,0.9724101753744264,1.0
C8orf34,0.03458561,2.4761894,0.9724101753744264,1.0
LMAN1L,0.03458561,1.4283862,0.9724101753744264,1.0
AC037459.4,0.03458561,2.2348702,0.9724101753744264,1.0
CAMK2B,0.03458561,1.9523576,0.9724101753744264,1.0
AC074050.3,0.03458561,2.3374045,0.9724101753744264,1.0
COBL,0.03458561,1.5543194,0.9724101753744264,1.0
AC015802.4,0.03458561,2.1805253,0.9724101753744264,1.0
AC023906.5,0.03458561,1.5230287,0.9724101753744264,1.0
AC090651.1,0.03458561,2.3507884,0.9724101753744264,1.0
AC018926.1,0.03458561,1.7077425,0.9724101753744264,1.0
LINC01030,0.03458561,2.2094572,0.9724101753744264,1.0
MMP14,0.03458561,2.6122508,0.9724101753744264,1.0
AC016542.1,0.03458561,2.415536,0.9724101753744264,1.0
AC107027.1,0.03458561,2.028503,0.9724101753744264,1.0
AC010320.2,0.03458561,1.4017031,0.9724101753744264,1.0
SHE,0.03458561,2.4574828,0.9724101753744264,1.0
AC005225.2,0.03458561,1.7050194,0.9724101753744264,1.0
AP006287.2,0.03458561,2.0848134,0.9724101753744264,1.0
PADI2,0.03457509,1.3715904,0.9724185656484579,1.0
AC004542.2,0.03457509,2.1051872,0.9724185656484579,1.0
AC073270.2,0.03457509,1.7026795,0.9724185656484579,1.0
AL513220.1,0.03457509,1.8624536,0.9724185656484579,1.0
TMEM139,0.03457509,1.356356,0.9724185656484579,1.0
AJ009632.2,0.03457509,1.5267388,0.9724185656484579,1.0
AL035411.3,0.03457509,1.525543,0.9724185656484579,1.0
TSNAXIP1,0.03457509,1.6430737,0.9724185656484579,1.0
AC087741.2,0.03457509,1.5018835,0.9724185656484579,1.0
AL360178.2,0.03457509,1.4188194,0.9724185656484579,1.0
AC105345.2,0.03457509,1.7493553,0.9724185656484579,1.0
KCNK1,0.03457509,2.4089882,0.9724185656484579,1.0
RAB7B,0.03457509,1.6293354,0.9724185656484579,1.0
RSPH9,0.03457509,1.6354988,0.9724185656484579,1.0
AC139792.1,0.03457509,1.3279561,0.9724185656484579,1.0
AC011498.2,0.03457509,1.5243441,0.9724185656484579,1.0
GRB7,0.03457509,1.6951449,0.9724185656484579,1.0
AC103739.2,0.03457509,1.9894688,0.9724185656484579,1.0
OR7G2,0.03457509,2.035546,0.9724185656484579,1.0
AC109361.1,0.03457509,1.415097,0.9724185656484579,1.0
AC016168.4,0.03457509,2.036771,0.9724185656484579,1.0
LINC00237,0.03457509,1.635288,0.9724185656484579,1.0
FOXC1,0.034564566,1.9144782,0.9724269559255417,1.0
ITGA9,0.034564566,0.99185526,0.9724269559255417,1.0
FRMPD1,0.034564566,1.3996314,0.9724269559255417,1.0
CU634019.5,0.034564566,1.0778517,0.9724269559255417,1.0
AC116099.1,0.034564566,1.0756978,0.9724269559255417,1.0
TMEM132A,0.034564566,1.2589179,0.9724269559255417,1.0
FREM3,0.034564566,0.8847298,0.9724269559255417,1.0
AP001065.3,0.034564566,0.9241856,0.9724269559255417,1.0
KCTD4,0.034564566,1.0336703,0.9724269559255417,1.0
PAQR9-AS1,0.034564566,0.438141,0.9724269559255417,1.0
YBX2,0.034564566,0.9828382,0.9724269559255417,1.0
LINC00377,0.034564566,1.2707764,0.9724269559255417,1.0
LINC01337,0.034564566,1.2826399,0.9724269559255417,1.0
AC124290.1,0.034564566,0.78454214,0.9724269559255417,1.0
AC092574.1,0.034564566,1.1762052,0.9724269559255417,1.0
AC025162.2,0.034564566,1.2272424,0.9724269559255417,1.0
VSTM5,0.034564566,1.2553389,0.9724269559255417,1.0
AC022382.2,0.034564566,1.270629,0.9724269559255417,1.0
AP001160.4,0.034564566,1.119424,0.9724269559255417,1.0
AC087588.3,0.034564566,0.7978766,0.9724269559255417,1.0
AL109824.1,0.034564566,0.93675864,0.9724269559255417,1.0
AL023583.1,0.034564566,1.6569909,0.9724269559255417,1.0
ZBED8,0.034564566,2.0246253,0.9724269559255417,1.0
AL133375.1,0.034564566,1.1511277,0.9724269559255417,1.0
AC138811.1,0.034564566,1.2465608,0.9724269559255417,1.0
AC087672.2,0.034564566,0.9316646,0.9724269559255417,1.0
CLEC12B,0.034564566,1.2218206,0.9724269559255417,1.0
AC116914.2,0.034564566,1.0753521,0.9724269559255417,1.0
AC090377.1,0.034564566,1.1095461,0.9724269559255417,1.0
PROX1,0.034564566,1.0656059,0.9724269559255417,1.0
MYCL,0.034564566,2.084142,0.9724269559255417,1.0
AL355472.2,0.034564566,1.1796464,0.9724269559255417,1.0
AL355881.1,0.034564566,1.2792649,0.9724269559255417,1.0
AC022392.1,0.034564566,1.3548748,0.9724269559255417,1.0
AC053503.5,0.034564566,1.2331461,0.9724269559255417,1.0
AC019118.2,0.034564566,1.4171324,0.9724269559255417,1.0
AL138899.1,0.034564566,1.0714325,0.9724269559255417,1.0
HM13-AS1,0.034564566,1.0390173,0.9724269559255417,1.0
AC124804.1,0.034564566,1.2916228,0.9724269559255417,1.0
AC019131.3,0.034564566,1.247743,0.9724269559255417,1.0
AC104653.2,0.034564566,1.2921463,0.9724269559255417,1.0
LINC02606,0.034564566,0.9520428,0.9724269559255417,1.0
AP000919.4,0.034564566,1.2055705,0.9724269559255417,1.0
AP001469.2,0.034564566,1.2604444,0.9724269559255417,1.0
AC009032.1,0.034564566,1.3456013,0.9724269559255417,1.0
AC103739.1,0.034564566,1.4919373,0.9724269559255417,1.0
EHMT2-AS1,0.034564566,0.8152476,0.9724269559255417,1.0
SLC25A2,0.034564566,1.1649417,0.9724269559255417,1.0
LINC02664,0.034564566,1.1859488,0.9724269559255417,1.0
AC012640.1,0.034554046,0.6088688,0.972435346205677,1.0
AL355472.3,0.034554046,0.9373537,0.972435346205677,1.0
LINC02090,0.034554046,1.0270032,0.972435346205677,1.0
AC010422.7,0.034554046,0.8909011,0.972435346205677,1.0
STARD13,0.034554046,0.96428084,0.972435346205677,1.0
NANOG,0.034554046,0.8537145,0.972435346205677,1.0
AL451070.1,0.034554046,0.39344668,0.972435346205677,1.0
AC116535.1,0.034554046,0.8714259,0.972435346205677,1.0
AC007349.4,0.034554046,0.7135055,0.972435346205677,1.0
ZNF385D,0.034554046,1.1200227,0.972435346205677,1.0
PTHLH,0.034554046,0.56803364,0.972435346205677,1.0
NEXN-AS1,0.034554046,1.2101206,0.972435346205677,1.0
AC027319.1,0.034554046,0.91564476,0.972435346205677,1.0
LINC02381,0.034554046,0.96780884,0.972435346205677,1.0
AC073263.1,0.034554046,1.1998992,0.972435346205677,1.0
AC007952.5,0.034554046,0.9022617,0.972435346205677,1.0
AL451166.1,0.034554046,0.8718092,0.972435346205677,1.0
AL591167.1,0.034554046,0.21863303,0.972435346205677,1.0
AC026726.1,0.034554046,0.77197343,0.972435346205677,1.0
ARL5C,0.034554046,1.1392738,0.972435346205677,1.0
SFTPD-AS1,0.034554046,0.2870772,0.972435346205677,1.0
PALM,0.034554046,0.38451576,0.972435346205677,1.0
AL031600.1,0.034554046,0.98982215,0.972435346205677,1.0
TMEM266,0.034554046,0.99054366,0.972435346205677,1.0
AL513412.1,0.034554046,0.5512975,0.972435346205677,1.0
AL591845.1,0.034554046,0.82253665,0.972435346205677,1.0
AC097382.1,0.034554046,0.71970004,0.972435346205677,1.0
ASCC1,0.034548786,0.0027063547,0.9724395413468886,1.0
CORIN,0.03454352,0.92808574,0.9724437364888626,1.0
PDLIM3,0.03454352,-0.5712453,0.9724437364888626,1.0
AC022148.1,0.03454352,0.14178549,0.9724437364888626,1.0
CALN1,0.03454352,0.36658627,0.9724437364888626,1.0
STARD8,0.03454352,0.42834666,0.9724437364888626,1.0
LINC00486,0.03454352,1.0597152,0.9724437364888626,1.0
PACSIN3,0.03454352,0.46053302,0.9724437364888626,1.0
AC245140.1,0.03454352,0.32844976,0.9724437364888626,1.0
AC139099.2,0.03454352,-0.96953285,0.9724437364888626,1.0
GPR176,0.03454352,0.86482775,0.9724437364888626,1.0
PITX1,0.03454352,-0.49163124,0.9724437364888626,1.0
PSPC1-AS2,0.03454352,0.16849226,0.9724437364888626,1.0
AL021707.4,0.03454352,-1.3314209,0.9724437364888626,1.0
AL049539.1,0.03454352,0.32493642,0.9724437364888626,1.0
TMEM144,0.03454352,-0.17888065,0.9724437364888626,1.0
AC079174.1,0.03454352,0.69970685,0.9724437364888626,1.0
AL109914.1,0.03454352,0.92955655,0.9724437364888626,1.0
SLC1A1,0.03454352,0.019030707,0.9724437364888626,1.0
ACRV1,0.03454352,0.50868857,0.9724437364888626,1.0
KCNT1,0.03454352,0.3086709,0.9724437364888626,1.0
NOTCH2NLB,0.03454352,0.4951947,0.9724437364888626,1.0
FAM72D,0.03454352,-0.064952545,0.9724437364888626,1.0
AC132192.1,0.034511957,0.24477455,0.9724689073567135,1.0
CCDC120,0.03447513,0.078980245,0.9724982734038617,1.0
UCN,0.034217343,0.3973656,0.9727038367756068,1.0
PLXDC2,0.03418578,0.25221083,0.9727290079256011,1.0
AL096870.8,0.033938512,0.022586232,0.9729261828716547,1.0
WBP1,0.03387538,0.05523087,0.9729765256767174,1.0
AC010680.2,0.033733334,1.0592126,0.9730897973814484,1.0
AC011330.2,0.033670202,0.92816526,0.9731401405356852,1.0
HDAC4-AS1,0.03360707,0.20063947,0.9731904837969343,1.0
AL645933.3,0.03354394,0.61196536,0.9732408271649952,1.0
AF230666.1,0.033501852,0.54980385,0.9732743894696101,1.0
SCAT1,0.033501852,0.32895878,0.9732743894696101,1.0
C9orf147,0.033459764,0.32554188,0.9733079518215484,1.0
GGA3,0.03343872,0.24740832,0.9733247330152454,1.0
NOMO2,0.033417676,0.3526183,0.9733415142207509,1.0
SLC2A9,0.03339663,0.27029005,0.9733582954380575,1.0
LINC02316,0.033375587,0.24631101,0.9733750766671581,1.0
AC010531.6,0.033133585,-0.3652911,0.9735680616470883,1.0
DDR2,0.033102017,-0.5249628,0.9735932337153179,1.0
RSPRY1,0.033086237,0.05074279,0.9736058197592975,1.0
AC123768.3,0.033075713,0.2186306,0.9736142104589355,1.0
ZSWIM1,0.032991536,-0.00043718517,0.9736813361610861,1.0
TRMT5,0.032712705,-0.009406912,0.9739036913783184,1.0
AL353135.2,0.032365482,-3.7828224e-05,0.9741805893879353,1.0
MPRIP-AS1,0.032344438,0.2844181,0.9741973711858358,1.0
LINC01309,0.032228697,0.11243868,0.9742896712782688,1.0
MLLT1,0.031955127,0.15098356,0.974507836499533,1.0
FRS3,0.031739425,0.020122165,0.9746798527310462,1.0
AC074138.1,0.031718384,0.8129407,0.9746966348655934,1.0
ARMC12,0.03170786,1.1826451,0.9747050259370681,1.0
AC124248.2,0.031686816,0.8273563,0.9747218080884151,1.0
WWC1,0.031686816,1.110819,0.9747218080884151,1.0
AC104472.5,0.031665772,1.0114121,0.9747385902509528,1.0
KCNJ9,0.031655252,0.77075714,0.9747469813364157,1.0
HAMP,0.031655252,1.1219543,0.9747469813364157,1.0
AC027601.4,0.031655252,1.2291008,0.9747469813364157,1.0
CHRM5,0.031655252,0.9609025,0.9747469813364157,1.0
SIX3,0.031644728,1.298286,0.9747553724246735,1.0
AC008747.1,0.031613164,0.34899798,0.9747805457062068,1.0
VIL1,0.031607904,0.33567947,0.9747847412555719,1.0
AC009951.6,0.03160264,0.53005004,0.9747889368056347,1.0
AC211486.2,0.03160264,0.5261365,0.9747889368056347,1.0
E2F3-IT1,0.03160264,0.98779756,0.9747889368056347,1.0
AC133550.2,0.03160264,0.33322465,0.9747889368056347,1.0
SYTL4,0.03160264,0.23891796,0.9747889368056347,1.0
AC104823.1,0.03160264,0.3781294,0.9747889368056347,1.0
HSD3B7,0.03160264,0.4802889,0.9747889368056347,1.0
NIPAL1,0.03159212,0.38278997,0.9747973279078529,1.0
AL031666.2,0.03159212,0.8863909,0.9747973279078529,1.0
AL450322.2,0.03159212,0.58851945,0.9747973279078529,1.0
AC019077.1,0.0315816,0.48960474,0.9748057190128603,1.0
EPCAM,0.0315816,0.6289992,0.9748057190128603,1.0
AL136531.1,0.031571075,0.37562087,0.9748141101206561,1.0
CCDC114,0.031560555,0.29473624,0.9748225012312394,1.0
RTN1,0.03153951,0.25749183,0.9748392834607644,1.0
AP000345.2,0.03153951,0.2992821,0.9748392834607644,1.0
IL17C,0.03153951,0.15052332,0.9748392834607644,1.0
RAMACL,0.031528987,0.18494172,0.9748476745797044,1.0
SLC47A1,0.031497423,0.14275226,0.974872847953223,1.0
AC084824.3,0.031497423,0.1376699,0.974872847953223,1.0
AC087473.1,0.031497423,-0.08626832,0.974872847953223,1.0
AL513550.1,0.03147638,-0.030683484,0.9748896302161416,1.0
AC093110.1,0.031197546,0.4653064,0.9751119962464014,1.0
AL035634.1,0.030734582,0.21800765,0.9754812120321538,1.0
PRPF19,0.03067145,0.07307205,0.9755315600481127,1.0
CYP1B1,0.030545186,0.4355527,0.9756322563723028,1.0
AC104187.1,0.030524142,0.21866925,0.9756490391308016,1.0
AC004839.2,0.030492578,0.2623089,0.9756742132887607,1.0
AC009005.1,0.030355792,0.04551554,0.9757833015862611,1.0
ZNF423,0.02979813,18.178518,0.9762280508498505,1.0
AL023775.2,0.02979813,18.38576,0.9762280508498505,1.0
AC005393.1,0.02979813,19.014893,0.9762280508498505,1.0
LRIG3,0.02979813,17.379906,0.9762280508498505,1.0
AC090912.3,0.02979813,17.916739,0.9762280508498505,1.0
AC027348.1,0.02979813,18.262331,0.9762280508498505,1.0
LINC00634,0.02979813,17.903364,0.9762280508498505,1.0
LINC01268,0.02979813,17.32181,0.9762280508498505,1.0
AC103740.1,0.02979813,18.40586,0.9762280508498505,1.0
SNHG27,0.02979813,18.069912,0.9762280508498505,1.0
DSC3,0.02979813,19.496891,0.9762280508498505,1.0
AC009902.2,0.02979813,19.39874,0.9762280508498505,1.0
KRTAP5-8,0.02979813,18.13149,0.9762280508498505,1.0
LRRC66,0.02979813,17.519901,0.9762280508498505,1.0
AL008582.1,0.02979813,18.891127,0.9762280508498505,1.0
AC006116.4,0.02979813,19.149275,0.9762280508498505,1.0
AC110620.2,0.02979813,18.346876,0.9762280508498505,1.0
AC017116.1,0.02979813,18.038023,0.9762280508498505,1.0
AC092809.2,0.02979813,18.181604,0.9762280508498505,1.0
LIPN,0.02979813,18.542124,0.9762280508498505,1.0
AP003108.1,0.02979813,16.619968,0.9762280508498505,1.0
NDST1-AS1,0.02979813,16.719492,0.9762280508498505,1.0
AC092723.3,0.02979813,17.864584,0.9762280508498505,1.0
PLAU,0.02979813,18.493229,0.9762280508498505,1.0
AC093627.22,0.02979813,18.420816,0.9762280508498505,1.0
LILRB5,0.02979813,19.186598,0.9762280508498505,1.0
AC008088.1,0.02979813,16.882004,0.9762280508498505,1.0
AC010531.4,0.02979813,19.140139,0.9762280508498505,1.0
AC011773.3,0.02979813,19.661018,0.9762280508498505,1.0
ITIH2,0.02979813,18.554403,0.9762280508498505,1.0
AC103871.1,0.02979813,17.511522,0.9762280508498505,1.0
PDYN-AS1,0.02979813,18.185425,0.9762280508498505,1.0
M1AP,0.02979813,15.826811,0.9762280508498505,1.0
AC135048.2,0.02979813,17.45018,0.9762280508498505,1.0
C10orf55,0.02979813,19.42588,0.9762280508498505,1.0
AC092723.1,0.02979813,18.557554,0.9762280508498505,1.0
CDH9,0.02979813,16.533895,0.9762280508498505,1.0
GACAT2,0.02979813,17.961676,0.9762280508498505,1.0
AP001269.2,0.02979813,18.484724,0.9762280508498505,1.0
LHX1,0.02979813,16.37583,0.9762280508498505,1.0
NOX5,0.02979813,17.86286,0.9762280508498505,1.0
AC090826.2,0.02979813,17.384985,0.9762280508498505,1.0
AL121749.1,0.02979813,18.279829,0.9762280508498505,1.0
AL157895.1,0.02979813,17.394175,0.9762280508498505,1.0
AP003393.1,0.02979813,18.686163,0.9762280508498505,1.0
LINC01058,0.02979813,18.596722,0.9762280508498505,1.0
AC083967.1,0.02979813,18.141506,0.9762280508498505,1.0
AL360227.1,0.02979813,18.400055,0.9762280508498505,1.0
AC138207.5,0.02979813,18.196222,0.9762280508498505,1.0
LRGUK,0.02979813,19.244667,0.9762280508498505,1.0
SMO,0.02979813,18.056107,0.9762280508498505,1.0
OR6C75,0.02979813,17.778505,0.9762280508498505,1.0
AC011453.1,0.02979813,17.975483,0.9762280508498505,1.0
SH3TC2-DT,0.02979813,19.182068,0.9762280508498505,1.0
DPYSL3,0.02979813,16.533895,0.9762280508498505,1.0
AC007349.2,0.02979813,18.820978,0.9762280508498505,1.0
AL022318.5,0.02979813,15.81759,0.9762280508498505,1.0
IRX5,0.02979813,18.10996,0.9762280508498505,1.0
AC079336.2,0.02979813,15.541905,0.9762280508498505,1.0
AC005280.1,0.02979813,17.70183,0.9762280508498505,1.0
C17orf50,0.02979813,16.533895,0.9762280508498505,1.0
AC069368.2,0.02979813,17.286266,0.9762280508498505,1.0
MACORIS,0.02979813,17.728003,0.9762280508498505,1.0
NKX6-1,0.02979813,18.53734,0.9762280508498505,1.0
AL627309.3,0.02979813,18.167685,0.9762280508498505,1.0
AL390719.2,0.02979813,17.207136,0.9762280508498505,1.0
COL2A1,0.02979813,18.25636,0.9762280508498505,1.0
AC020612.4,0.02979813,17.251503,0.9762280508498505,1.0
AC034243.1,0.02979813,18.270468,0.9762280508498505,1.0
KRT79,0.02979813,18.321178,0.9762280508498505,1.0
U91328.3,0.02979813,17.8786,0.9762280508498505,1.0
AC018755.5,0.02979813,18.524513,0.9762280508498505,1.0
RET,0.02979813,17.360073,0.9762280508498505,1.0
AL161935.1,0.02979813,18.202852,0.9762280508498505,1.0
AL158801.2,0.02979813,19.74764,0.9762280508498505,1.0
DNAH17-AS1,0.02979813,18.060415,0.9762280508498505,1.0
AP002478.1,0.02979813,17.742527,0.9762280508498505,1.0
PKD1L3,0.02979813,18.325224,0.9762280508498505,1.0
AC087301.1,0.02979813,17.996538,0.9762280508498505,1.0
DIO2,0.02979813,18.930614,0.9762280508498505,1.0
PNMA8A,0.02979813,18.466526,0.9762280508498505,1.0
SATB2-AS1,0.02979813,18.449251,0.9762280508498505,1.0
KRT5,0.02979813,19.58143,0.9762280508498505,1.0
LINC01607,0.02979813,18.120161,0.9762280508498505,1.0
AL021308.1,0.02979813,18.392567,0.9762280508498505,1.0
LINC00621,0.02979813,16.882004,0.9762280508498505,1.0
TCTEX1D1,0.02979813,18.393421,0.9762280508498505,1.0
AL357874.2,0.02979813,18.561684,0.9762280508498505,1.0
AL596218.1,0.02979813,18.520266,0.9762280508498505,1.0
AC012557.1,0.02979813,17.79412,0.9762280508498505,1.0
LMNB1-DT,0.02979813,18.03037,0.9762280508498505,1.0
HMGA2-AS1,0.02979813,18.331926,0.9762280508498505,1.0
WIF1,0.02979813,18.684284,0.9762280508498505,1.0
LINC02671,0.02979813,18.358046,0.9762280508498505,1.0
AC007731.5,0.02979813,18.487017,0.9762280508498505,1.0
POU6F2,0.02979813,19.210485,0.9762280508498505,1.0
PSG2,0.02979813,18.022276,0.9762280508498505,1.0
DLG1-AS1,0.02979813,18.412775,0.9762280508498505,1.0
AC011322.1,0.02979813,18.657995,0.9762280508498505,1.0
AC093151.3,0.02979813,17.534092,0.9762280508498505,1.0
AC087045.2,0.02979813,19.406857,0.9762280508498505,1.0
OXGR1,0.02979813,18.205626,0.9762280508498505,1.0
ARSE,0.02979813,18.484266,0.9762280508498505,1.0
ENPP6,0.02979813,18.146984,0.9762280508498505,1.0
LINC01033,0.02979813,17.964148,0.9762280508498505,1.0
MPL,0.02979813,16.533895,0.9762280508498505,1.0
FAM245B,0.02979813,18.36075,0.9762280508498505,1.0
AVPR1B,0.02979813,16.04598,0.9762280508498505,1.0
AC069549.2,0.02979813,18.653536,0.9762280508498505,1.0
LINC01732,0.02979813,17.372322,0.9762280508498505,1.0
AC007036.3,0.02979813,17.696476,0.9762280508498505,1.0
KRTAP5-7,0.02979813,18.56217,0.9762280508498505,1.0
SHANK2,0.02979813,17.646376,0.9762280508498505,1.0
IL20,0.02979813,18.380888,0.9762280508498505,1.0
AC004466.3,0.02979813,18.518147,0.9762280508498505,1.0
H2BFM,0.02979813,17.695076,0.9762280508498505,1.0
AC007731.2,0.02979813,18.534477,0.9762280508498505,1.0
IGFBP7-AS1,0.02979813,17.084618,0.9762280508498505,1.0
LINC02068,0.02979813,18.589985,0.9762280508498505,1.0
AC009974.1,0.02979813,18.270273,0.9762280508498505,1.0
ODF3L1,0.02979813,17.998281,0.9762280508498505,1.0
TMC1,0.02979813,17.614351,0.9762280508498505,1.0
SLC7A14-AS1,0.02979813,17.9044,0.9762280508498505,1.0
HHIPL2,0.02979813,18.41842,0.9762280508498505,1.0
