ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0097305	response to alcohol	67/809	446/11616	0.150224215246637	2.15698947380091	6.81712947930134	1.28009962015292e-09	1.67576677547291e-07	1.41974685144232e-07	AT2G42540/AT4G23600/AT2G39800/AT1G52400/AT2G42530/AT5G52310/AT2G15970/AT2G16600/AT1G20450/AT3G22200/AT4G26080/AT1G75580/AT1G43670/AT1G54100/AT5G66400/AT5G65310/AT1G76180/AT3G02860/AT2G22430/AT5G66880/AT1G29395/AT3G15210/AT2G41870/AT4G36830/AT3G27690/AT2G38750/AT5G54270/AT1G70810/AT4G04020/AT2G46680/AT5G63320/AT2G17840/AT5G15970/AT1G11700/AT5G57050/AT5G11790/AT3G29575/AT2G05070/AT1G51140/AT5G13200/AT1G20630/AT1G35720/AT3G50500/AT3G11410/AT5G45830/AT1G65790/AT1G49720/AT1G55020/AT2G32150/AT5G46590/AT1G70800/AT5G46220/AT5G01520/AT5G13170/AT5G59320/AT5G41580/AT5G25980/AT5G15960/AT2G18010/AT1G24020/AT5G58670/AT4G23260/AT5G10970/AT4G15910/AT4G05100/AT5G50720/AT4G36110	67
GO:0009737	response to abscisic acid	66/809	438/11616	0.150684931506849	2.16360465313172	6.79190721026708	1.50552029285171e-09	1.80662435142205e-07	1.53061229773257e-07	AT2G42540/AT4G23600/AT2G39800/AT1G52400/AT2G42530/AT5G52310/AT2G15970/AT2G16600/AT1G20450/AT4G26080/AT1G75580/AT1G43670/AT1G54100/AT5G66400/AT5G65310/AT1G76180/AT3G02860/AT2G22430/AT5G66880/AT1G29395/AT3G15210/AT2G41870/AT4G36830/AT3G27690/AT2G38750/AT5G54270/AT1G70810/AT4G04020/AT2G46680/AT5G63320/AT2G17840/AT5G15970/AT1G11700/AT5G57050/AT5G11790/AT3G29575/AT2G05070/AT1G51140/AT5G13200/AT1G20630/AT1G35720/AT3G50500/AT3G11410/AT5G45830/AT1G65790/AT1G49720/AT1G55020/AT2G32150/AT5G46590/AT1G70800/AT5G46220/AT5G01520/AT5G13170/AT5G59320/AT5G41580/AT5G25980/AT5G15960/AT2G18010/AT1G24020/AT5G58670/AT4G23260/AT5G10970/AT4G15910/AT4G05100/AT5G50720/AT4G36110	66
GO:0009636	response to toxic substance	28/809	117/11616	0.239316239316239	3.43621438306234	7.24618952552241	5.09926190612198e-09	5.64841318831973e-07	4.78546117343755e-07	AT4G23600/AT1G19570/AT4G21910/AT2G30860/AT4G11600/AT2G46370/AT1G19550/AT1G11840/AT4G25640/AT5G44050/AT5G54270/AT1G56650/AT1G02930/AT1G78370/AT1G71140/AT1G20630/AT1G10370/AT1G61890/AT1G11670/AT5G05600/AT3G03190/AT2G04080/AT5G22300/AT5G52450/AT1G17190/AT5G17220/AT1G59670/AT4G32280	28
GO:0044272	sulfur compound biosynthetic process	30/809	134/11616	0.223880597014925	3.21458221869638	7.05450797260262	7.78244719449832e-09	8.00480282862684e-07	6.78184684091996e-07	AT3G03780/AT5G28030/AT3G58990/AT4G12030/AT3G22200/AT5G23010/AT1G62560/AT2G14750/AT5G60890/AT2G25450/AT5G14200/AT1G74090/AT5G07690/AT4G39940/AT2G20610/AT1G16410/AT4G39950/AT1G18590/AT4G13770/AT1G65860/AT5G61420/AT1G16400/AT2G43100/AT3G19710/AT1G62540/AT5G07700/AT4G31500/AT1G62570/AT1G24100/AT5G23020	30
GO:0005983	starch catabolic process	11/809	20/11616	0.55	7.89715698393078	8.44621821456169	1.64195023833627e-08	1.57627222880282e-06	1.3354528605135e-06	AT2G40840/AT3G52180/AT4G09020/AT1G43670/AT1G10760/AT3G10940/AT1G69830/AT4G15210/AT5G64860/AT2G32290/AT4G24450	11
GO:0009625	response to insect	14/809	34/11616	0.411764705882353	5.9123100414455	7.84810382715082	2.11683307623733e-08	1.90514976861359e-06	1.61408522063096e-06	AT1G52400/AT5G44420/AT5G44575/AT5G23010/AT5G07690/AT5G24770/AT1G16410/AT4G39950/AT4G13770/AT5G61420/AT1G16400/AT5G07700/AT4G31500/AT3G48450	14
GO:0042545	cell wall modification	23/809	98/11616	0.23469387755102	3.36984435306879	6.44578204230509	1.74849994032302e-07	1.35177193664624e-05	1.14525122410306e-05	AT2G20750/AT5G64640/AT5G62350/AT2G37640/AT2G44490/AT1G48100/AT4G28250/AT4G39950/AT5G63800/AT4G36360/AT5G50800/AT1G20190/AT1G77850/AT5G02260/AT4G31500/AT5G56320/AT5G62360/AT4G39010/AT2G39700/AT1G23200/AT1G24100/AT2G03090/AT3G55500	23
GO:0098754	detoxification	23/809	98/11616	0.23469387755102	3.36984435306879	6.44578204230509	1.74849994032302e-07	1.35177193664624e-05	1.14525122410306e-05	AT1G19570/AT4G21910/AT2G30860/AT4G11600/AT1G19550/AT1G11840/AT4G25640/AT5G44050/AT1G56650/AT1G02930/AT1G78370/AT1G71140/AT1G20630/AT1G10370/AT1G61890/AT1G11670/AT3G03190/AT2G04080/AT5G22300/AT5G52450/AT1G17190/AT5G17220/AT1G59670	23
GO:0005982	starch metabolic process	17/809	57/11616	0.298245614035088	4.28234987964348	6.79662737822251	1.78358797196378e-07	1.35177193664624e-05	1.14525122410306e-05	AT2G40840/AT3G52180/AT4G39210/AT4G09020/AT3G55760/AT1G43670/AT1G10760/AT3G10940/AT1G69830/AT4G15210/AT2G21590/AT5G39790/AT5G64860/AT2G32290/AT1G27680/AT4G24450/AT4G02280	17
GO:0009639	response to red or far red light	35/809	197/11616	0.177664974619289	2.55099671839019	6.00705001160468	2.30438389734572e-07	1.65915640608892e-05	1.40567417738089e-05	AT2G42540/AT5G02810/AT2G43010/AT4G27310/AT4G18390/AT2G31360/AT1G78600/AT5G61270/AT2G46790/AT2G37640/AT1G75580/AT2G46370/AT1G22770/AT5G08130/AT3G27690/AT5G39860/AT2G47890/AT4G32980/AT4G37470/AT1G78370/AT2G05070/AT5G47370/AT1G10370/AT1G52410/AT3G22840/AT2G29090/AT4G31500/AT4G34550/AT5G15960/AT2G18010/AT4G32280/AT5G15160/AT4G14690/AT4G38740/AT4G36110	35
GO:0009251	glucan catabolic process	13/809	35/11616	0.371428571428571	5.33314497616105	7.02417791391178	2.88857029695309e-07	1.98073391791069e-05	1.67812179156322e-05	AT2G40840/AT3G46970/AT3G29320/AT3G52180/AT4G09020/AT1G43670/AT1G10760/AT3G10940/AT1G69830/AT4G15210/AT5G64860/AT2G32290/AT4G24450	13
GO:0009828	plant-type cell wall loosening	10/809	21/11616	0.476190476190476	6.83736535405262	7.32524979874122	4.42397800262651e-07	2.89569469262826e-05	2.45329689236561e-05	AT2G20750/AT2G37640/AT4G28250/AT1G20190/AT5G02260/AT5G56320/AT4G39010/AT2G39700/AT2G03090/AT3G55500	10
GO:0009753	response to jasmonic acid	28/809	150/11616	0.186666666666667	2.68024721878863	5.66688159061132	1.34003248852138e-06	8.38976862378604e-05	7.10799841737428e-05	AT4G23600/AT1G19570/AT1G18150/AT5G44420/AT4G12030/AT2G46370/AT1G02205/AT1G20510/AT3G15210/AT5G14200/AT5G07690/AT1G56650/AT1G17420/AT1G19180/AT5G24770/AT3G44860/AT1G54040/AT5G52320/AT5G11790/AT3G51450/AT1G19640/AT4G22880/AT3G15510/AT3G14395/AT5G05600/AT1G55020/AT5G42650/AT1G63650	28
GO:0070542	response to fatty acid	28/809	152/11616	0.184210526315789	2.64498080801509	5.58529135424598	1.7635749762134e-06	0.000105814498572804	8.96483946241811e-05	AT4G23600/AT1G19570/AT1G18150/AT5G44420/AT4G12030/AT2G46370/AT1G02205/AT1G20510/AT3G15210/AT5G14200/AT5G07690/AT1G56650/AT1G17420/AT1G19180/AT5G24770/AT3G44860/AT1G54040/AT5G52320/AT5G11790/AT3G51450/AT1G19640/AT4G22880/AT3G15510/AT3G14395/AT5G05600/AT1G55020/AT5G42650/AT1G63650	28
GO:0000272	polysaccharide catabolic process	15/809	54/11616	0.277777777777778	3.98846312319736	6.02226123712421	2.56660618711869e-06	0.000147836516378037	0.000125250381931392	AT2G40840/AT3G46970/AT3G29320/AT3G52180/AT4G09020/AT1G43670/AT1G10760/AT3G10940/AT1G69830/AT4G15210/AT5G64860/AT2G32290/AT4G24450/AT4G38300/AT5G47500	15
GO:0016052	carbohydrate catabolic process	25/809	130/11616	0.192307692307692	2.7612437006751	5.52507293155578	2.80061865344473e-06	0.000155111186960016	0.000131413644507791	AT2G40840/AT3G46970/AT3G29320/AT3G52180/AT4G09020/AT4G26530/AT3G06500/AT5G08570/AT1G43670/AT1G10760/AT3G10940/AT5G56630/AT2G19860/AT5G63800/AT1G69830/AT3G10370/AT4G15210/AT4G36360/AT1G16300/AT4G09510/AT5G64860/AT2G32290/AT4G24450/AT4G38300/AT5G47500	25
GO:0009827	plant-type cell wall modification	15/809	55/11616	0.272727272727273	3.9159456118665	5.93054158552632	3.30468450808151e-06	0.000176249840431014	0.000149322781476276	AT2G20750/AT5G62350/AT2G37640/AT1G48100/AT4G28250/AT5G63800/AT4G36360/AT1G20190/AT5G02260/AT5G56320/AT5G62360/AT4G39010/AT2G39700/AT2G03090/AT3G55500	15
GO:0009611	response to wounding	31/809	186/11616	0.166666666666667	2.39307787391842	5.24010565303894	4.53540318525703e-06	0.000233249306670361	0.000197613995929056	AT4G23600/AT5G47240/AT5G52310/AT1G18150/AT5G44420/AT4G39980/AT3G01310/AT4G12030/AT5G44575/AT2G46370/AT1G02205/AT1G20510/AT5G14200/AT5G07690/AT3G17800/AT1G17420/AT1G19180/AT5G24770/AT3G44860/AT5G52320/AT3G51450/AT1G19640/AT4G22880/AT1G72920/AT3G19710/AT1G55020/AT5G46590/AT1G76650/AT5G07700/AT5G42650/AT1G76690	31
GO:0009644	response to high light intensity	16/809	65/11616	0.246153846153846	3.53439193686413	5.60598532741569	6.74353878733974e-06	0.000334851581164456	0.000283693700708775	AT2G42540/AT3G54890/AT3G47470/AT3G27690/AT5G07690/AT1G61520/AT5G54270/AT1G17420/AT4G32770/AT4G04020/AT2G17840/AT5G57050/AT2G05070/AT1G77510/AT3G22840/AT4G14690	16
GO:0042908	xenobiotic transport	10/809	27/11616	0.37037037037037	5.31795083092982	6.14565088106002	7.20004967692534e-06	0.000345602384492416	0.000292802020194964	AT4G21910/AT5G61810/AT4G25640/AT5G44050/AT1G71140/AT1G61890/AT5G51050/AT1G11670/AT2G04080/AT5G52450	10
GO:0009694	jasmonic acid metabolic process	12/809	40/11616	0.3	4.30754017305315	5.73306883904392	1.08694644555315e-05	0.000504904155353719	0.000427766020508012	AT3G25770/AT2G46370/AT1G20510/AT1G17420/AT3G25760/AT4G09900/AT3G50440/AT1G19640/AT1G55020/AT4G37150/AT5G42650/AT1G76690	12
GO:0009269	response to desiccation	8/809	18/11616	0.444444444444444	6.38154099711578	6.25147711397436	1.24805617472267e-05	0.000561625278625202	0.000475821416613019	AT2G39800/AT5G52310/AT1G54100/AT1G76180/AT3G27690/AT2G37180/AT3G25760/AT2G05070	8
GO:0010439	regulation of glucosinolate biosynthetic process	6/809	10/11616	0.6	8.6150803461063	6.59120013779281	1.84544192317886e-05	0.000805283748296228	0.000682254286750971	AT2G14750/AT2G25450/AT5G07690/AT4G39940/AT5G61420/AT5G07700	6
GO:0006749	glutathione metabolic process	11/809	36/11616	0.305555555555556	4.3873094355171	5.56907587236389	2.0882792609868e-05	0.000884447687006173	0.000749323734824674	AT1G19570/AT2G30860/AT1G19550/AT1G53580/AT1G02930/AT1G78370/AT1G10370/AT3G03190/AT1G17190/AT5G17220/AT1G59670	11
GO:0009631	cold acclimation	13/809	50/11616	0.26	3.73320148331273	5.29902963182847	2.61095866183535e-05	0.00107422299229797	0.000910105590696895	AT2G42540/AT5G50950/AT2G42530/AT2G15970/AT1G20450/AT5G38480/AT5G66400/AT1G76180/AT1G29395/AT1G10760/AT4G36020/AT5G15960/AT4G15910	13
GO:0042594	response to starvation	26/809	159/11616	0.163522012578616	2.34792546120298	4.68231119803087	3.69143741990661e-05	0.00147337548113862	0.00124827644929799	AT5G20150/AT5G38480/AT1G20620/AT3G16690/AT5G53420/AT5G60890/AT2G16430/AT5G07690/AT3G55880/AT5G63320/AT1G72180/AT5G20700/AT2G22240/AT1G22160/AT5G47060/AT5G61420/AT1G20630/AT1G21400/AT1G64660/AT3G03520/AT3G22550/AT3G05630/AT5G03545/AT5G35735/AT1G26730/AT2G11810	26
GO:1901135	carbohydrate derivative metabolic process	53/809	433/11616	0.122401847575058	1.75750291895163	4.39521767490888	3.78575644459228e-05	0.00147337548113862	0.00124827644929799	AT1G52400/AT4G26530/AT3G58990/AT1G03310/AT4G12030/AT3G02230/AT5G08570/AT1G43670/AT5G11670/AT5G23010/AT1G62560/AT2G14750/AT5G60890/AT2G44490/AT2G25450/AT5G66420/AT5G14200/AT2G39930/AT1G74090/AT5G07690/AT4G39940/AT2G20610/AT5G56630/AT2G19860/AT1G16410/AT1G54040/AT5G41670/AT5G28910/AT1G18590/AT3G10370/AT4G13770/AT1G65860/AT5G61420/AT1G16300/AT1G16400/AT2G22840/AT2G43100/AT3G19710/AT1G62540/AT2G32150/AT3G47540/AT3G46940/AT5G07700/AT3G05630/AT4G31500/AT2G31870/AT5G25980/AT1G62570/AT4G37400/AT1G24100/AT2G11810/AT5G23020/AT1G25145	53
GO:0044042	glucan metabolic process	27/809	169/11616	0.159763313609467	2.29395630517624	4.63605323438815	4.0157254655177e-05	0.00147700712524388	0.00125135325888718	AT2G40840/AT3G44990/AT3G46970/AT3G29320/AT3G52180/AT2G36870/AT4G39210/AT4G09020/AT1G03310/AT3G55760/AT1G43670/AT3G06550/AT1G10760/AT2G39930/AT3G10940/AT1G69830/AT4G15210/AT1G05170/AT2G21590/AT5G39790/AT4G24010/AT5G64860/AT2G37720/AT2G32290/AT1G27680/AT4G24450/AT4G02280	27
GO:0005984	disaccharide metabolic process	12/809	45/11616	0.266666666666667	3.82892459826947	5.20203744790521	4.04830882204852e-05	0.00147700712524388	0.00125135325888718	AT2G40840/AT4G17770/AT3G06500/AT3G22200/AT1G43670/AT2G22190/AT5G40390/AT1G69830/AT4G09510/AT5G64860/AT4G22590/AT4G02280	12
GO:0009311	oligosaccharide metabolic process	13/809	52/11616	0.25	3.58961681087763	5.12052426081701	4.1027975701219e-05	0.00147700712524388	0.00125135325888718	AT2G40840/AT4G17770/AT3G06500/AT3G22200/AT1G43670/AT2G22190/AT5G40390/AT1G69830/AT4G09510/AT5G64860/AT1G21270/AT4G22590/AT4G02280	13
GO:0002213	defense response to insect	8/809	21/11616	0.380952380952381	5.4698922832421	5.60922189416875	4.8082192574301e-05	0.00168874042212179	0.00143073841318652	AT3G01310/AT5G44575/AT5G60890/AT5G24770/AT4G31870/AT3G14395/AT5G05600/AT5G25980	8
GO:0009813	flavonoid biosynthetic process	12/809	46/11616	0.260869565217391	3.74568710700274	5.1049862055817	5.13429502035408e-05	0.00176032972126425	0.00149139045829333	AT1G71030/AT1G78600/AT1G75040/AT4G25640/AT1G43620/AT1G56650/AT5G42800/AT4G22880/AT1G69690/AT5G07990/AT3G29590/AT5G17220	12
GO:0009718	anthocyanin-containing compound biosynthetic process	8/809	22/11616	0.363636363636364	5.221260815822	5.42210808907659	7.0971126011982e-05	0.00215726444539879	0.00182768237735176	AT1G71030/AT1G78600/AT1G75040/AT1G56650/AT5G42800/AT4G22880/AT1G69690/AT3G29590	8
GO:0009768	photosynthesis, light harvesting in photosystem I	8/809	22/11616	0.363636363636364	5.221260815822	5.42210808907659	7.0971126011982e-05	0.00215726444539879	0.00182768237735176	AT3G54890/AT3G47470/AT3G27690/AT1G61520/AT5G54270/AT2G34420/AT2G05070/AT2G34430	8
GO:0046618	xenobiotic export from cell	8/809	22/11616	0.363636363636364	5.221260815822	5.42210808907659	7.0971126011982e-05	0.00215726444539879	0.00182768237735176	AT4G21910/AT4G25640/AT5G44050/AT1G71140/AT1G61890/AT1G11670/AT2G04080/AT5G52450	8
GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane	8/809	22/11616	0.363636363636364	5.221260815822	5.42210808907659	7.0971126011982e-05	0.00215726444539879	0.00182768237735176	AT4G21910/AT4G25640/AT5G44050/AT1G71140/AT1G61890/AT1G11670/AT2G04080/AT5G52450	8
GO:0000076	DNA replication checkpoint signaling	6/809	12/11616	0.5	7.17923362175525	5.85939357130449	7.19088148466264e-05	0.00215726444539879	0.00182768237735176	AT3G02860/AT5G66130/AT2G31270/AT2G29680/AT5G52950/AT1G52530	6
GO:0006949	syncytium formation	6/809	12/11616	0.5	7.17923362175525	5.85939357130449	7.19088148466264e-05	0.00215726444539879	0.00182768237735176	AT2G20750/AT2G37640/AT4G28250/AT2G39700/AT2G03090/AT3G55500	6
GO:0001676	long-chain fatty acid metabolic process	12/809	49/11616	0.244897959183673	3.51635932494135	4.82938268729521	0.000100302143081926	0.0029476548171015	0.00249731866448877	AT3G25770/AT2G46370/AT1G20510/AT1G17420/AT3G25760/AT4G09900/AT3G50440/AT1G19640/AT1G55020/AT4G37150/AT5G42650/AT1G76690	12
GO:1901137	carbohydrate derivative biosynthetic process	34/809	248/11616	0.137096774193548	1.96849954144902	4.2180771564335	0.000108500702076566	0.0031248202198051	0.00264741713066821	AT3G58990/AT1G03310/AT4G12030/AT5G23010/AT1G62560/AT2G14750/AT5G60890/AT2G25450/AT5G14200/AT2G39930/AT1G74090/AT5G07690/AT4G39940/AT2G20610/AT1G16410/AT5G28910/AT1G18590/AT4G13770/AT1G65860/AT5G61420/AT1G16400/AT2G43100/AT3G19710/AT1G62540/AT2G32150/AT3G46940/AT5G07700/AT3G05630/AT4G31500/AT1G62570/AT1G24100/AT2G11810/AT5G23020/AT1G25145	34
GO:0010114	response to red light	12/809	50/11616	0.24	3.44603213844252	4.74227636021249	0.000123731371438845	0.00349359166415561	0.00295984849324295	AT2G43010/AT2G31360/AT2G37640/AT3G27690/AT2G47890/AT2G05070/AT3G22840/AT2G29090/AT4G31500/AT2G18010/AT4G32280/AT4G14690	12
GO:0071555	cell wall organization	27/809	182/11616	0.148351648351648	2.13010228337793	4.20422204005288	0.00014710857407245	0.00407377589739092	0.00345139346862286	AT2G20750/AT5G64640/AT5G62350/AT2G37640/AT4G18270/AT2G44490/AT1G48100/AT4G28250/AT4G39950/AT5G63800/AT4G36360/AT1G57590/AT5G50800/AT1G20190/AT1G77850/AT5G02260/AT4G31500/AT5G56320/AT5G62360/AT4G39010/AT2G39700/AT1G64760/AT1G23200/AT4G34600/AT1G24100/AT2G03090/AT3G55500	27
GO:0009645	response to low light intensity stimulus	7/809	19/11616	0.368421052631579	5.28996161603019	5.12022057497046	0.000185743427341133	0.00486310064311331	0.00412012693374878	AT2G43010/AT3G54890/AT3G47470/AT3G27690/AT1G61520/AT2G05070/AT2G18010	7
GO:0009682	induced systemic resistance	7/809	19/11616	0.368421052631579	5.28996161603019	5.12022057497046	0.000185743427341133	0.00486310064311331	0.00412012693374878	AT2G46370/AT2G44490/AT3G15210/AT5G07690/AT4G39950/AT5G61420/AT4G31500	7
GO:0031570	DNA integrity checkpoint signaling	7/809	19/11616	0.368421052631579	5.28996161603019	5.12022057497046	0.000185743427341133	0.00486310064311331	0.00412012693374878	AT3G02860/AT5G66130/AT4G17760/AT2G31270/AT2G29680/AT5G52950/AT1G52530	7
GO:0009407	toxin catabolic process	8/809	25/11616	0.32	4.59470951792336	4.92271445661594	0.000199001698929068	0.00505300011940521	0.00428101399005164	AT2G30860/AT1G02930/AT1G78370/AT1G10370/AT3G03190/AT1G17190/AT5G17220/AT1G59670	8
GO:0015766	disaccharide transport	6/809	14/11616	0.428571428571429	6.15362881864736	5.27888274392805	0.000207032643781186	0.00505300011940521	0.00428101399005164	AT4G32770/AT1G35720/AT5G50800/AT1G71890/AT5G13170/AT5G65020	6
GO:0015770	sucrose transport	6/809	14/11616	0.428571428571429	6.15362881864736	5.27888274392805	0.000207032643781186	0.00505300011940521	0.00428101399005164	AT4G32770/AT1G35720/AT5G50800/AT1G71890/AT5G13170/AT5G65020	6
GO:0015772	oligosaccharide transport	6/809	14/11616	0.428571428571429	6.15362881864736	5.27888274392805	0.000207032643781186	0.00505300011940521	0.00428101399005164	AT4G32770/AT1G35720/AT5G50800/AT1G71890/AT5G13170/AT5G65020	6
GO:0009812	flavonoid metabolic process	13/809	61/11616	0.213114754098361	3.06000121583011	4.41345508732394	0.000236706803059062	0.00568096327341749	0.0048130383288676	AT1G71030/AT1G78600/AT4G27830/AT1G75040/AT4G25640/AT1G43620/AT1G56650/AT5G42800/AT4G22880/AT1G69690/AT5G07990/AT3G29590/AT5G17220	13
GO:0046283	anthocyanin-containing compound metabolic process	10/809	39/11616	0.256410256410256	3.6816582675668	4.58953844865829	0.000252283461359853	0.00595554400587195	0.00504566922719707	AT1G71030/AT1G78600/AT4G27830/AT1G75040/AT1G56650/AT5G42800/AT4G22880/AT1G69690/AT3G29590/AT5G17220	10
GO:0006970	response to osmotic stress	50/809	433/11616	0.115473441108545	1.65802162165248	3.81800279523922	0.000266404268135678	0.00596116957239005	0.0050504353321638	AT2G42540/AT1G13930/AT4G23600/AT2G39800/AT1G52400/AT5G52310/AT4G39730/AT3G22200/AT4G30960/AT1G54100/AT3G12490/AT1G02820/AT3G16690/AT5G66880/AT5G01410/AT2G44490/AT2G41870/AT2G38750/AT5G57345/AT5G24030/AT5G24770/AT2G37760/AT5G63320/AT2G17840/AT5G15970/AT1G72180/AT2G37180/AT2G37770/AT5G57050/AT4G36020/AT1G58200/AT1G51140/AT1G35720/AT3G50500/AT1G10370/AT2G04240/AT1G10090/AT2G20880/AT3G46110/AT5G01520/AT5G13170/AT5G46830/AT5G41580/AT1G54050/AT2G31870/AT2G38760/AT5G65020/AT5G15960/AT5G58670/AT5G50720	50
GO:0005977	glycogen metabolic process	7/809	20/11616	0.35	5.02546353522868	4.92955916655464	0.000268694979947461	0.00596116957239005	0.0050504353321638	AT3G46970/AT3G29320/AT4G39210/AT1G03310/AT2G39930/AT2G21590/AT1G27680	7
GO:0006112	energy reserve metabolic process	7/809	20/11616	0.35	5.02546353522868	4.92955916655464	0.000268694979947461	0.00596116957239005	0.0050504353321638	AT3G46970/AT3G29320/AT4G39210/AT1G03310/AT2G39930/AT2G21590/AT1G27680	7
GO:0071214	cellular response to abiotic stimulus	26/809	179/11616	0.145251396648045	2.0855874208451	4.00466829431483	0.000273220272067877	0.00596116957239005	0.0050504353321638	AT2G42540/AT5G02810/AT2G43010/AT1G52400/AT2G15970/AT1G23080/AT2G46790/AT3G52740/AT2G46370/AT1G29395/AT2G44490/AT3G27690/AT5G57345/AT1G19180/AT5G64330/AT2G05070/AT1G58200/AT5G50430/AT1G64660/AT1G10090/AT3G22840/AT5G13170/AT3G56710/AT5G15960/AT4G14690/AT4G38740	26
GO:0104004	cellular response to environmental stimulus	26/809	179/11616	0.145251396648045	2.0855874208451	4.00466829431483	0.000273220272067877	0.00596116957239005	0.0050504353321638	AT2G42540/AT5G02810/AT2G43010/AT1G52400/AT2G15970/AT1G23080/AT2G46790/AT3G52740/AT2G46370/AT1G29395/AT2G44490/AT3G27690/AT5G57345/AT1G19180/AT5G64330/AT2G05070/AT1G58200/AT5G50430/AT1G64660/AT1G10090/AT3G22840/AT5G13170/AT3G56710/AT5G15960/AT4G14690/AT4G38740	26
GO:0071456	cellular response to hypoxia	22/809	141/11616	0.156028368794326	2.24032822239171	4.05416226558361	0.000286604400126229	0.00615670808652765	0.00521609990664148	AT5G20150/AT1G78070/AT1G13360/AT3G60520/AT2G41090/AT3G15210/AT1G67360/AT1G17290/AT5G47060/AT2G36220/AT3G50440/AT1G72920/AT1G76650/AT5G63130/AT1G74940/AT3G22550/AT5G54470/AT1G54050/AT5G35735/AT2G18670/AT1G07150/AT1G72900	22
GO:0045229	external encapsulating structure organization	29/809	210/11616	0.138095238095238	1.98283595267526	3.93237829851757	0.000300597419661174	0.00615670808652765	0.00521609990664148	AT3G07390/AT2G20750/AT5G64640/AT5G62350/AT2G37640/AT4G18270/AT2G44490/AT1G48100/AT4G28250/AT4G39950/AT5G63800/AT4G36360/AT1G57590/AT5G50800/AT1G20190/AT1G77850/AT5G02260/AT5G64510/AT4G31500/AT5G56320/AT5G62360/AT4G39010/AT2G39700/AT1G64760/AT1G23200/AT4G34600/AT1G24100/AT2G03090/AT3G55500	29
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	5/809	10/11616	0.5	7.17923362175525	5.34840916287801	0.000303559912599627	0.00615670808652765	0.00521609990664148	AT3G02860/AT5G66130/AT2G29680/AT5G52950/AT1G52530	5
